"HYDROMONTHLYVAR"
"Generator Name","DataTypeName","DatatypeID","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","PatternName"
"LuckyPeak133","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"LuckyPeak132","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"LuckyPeak132","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"LuckyPeak132","MinGen",3,0,1,1,4.6,14.7,28.1,37.5,26.7,23.8,20.5,6.6,1,1.5,""
"LuckyPeak132","MaxCap",4,0,45,45,45,45,45,45,45,45,45,45,45,45,""
"LuckyPeak132","MonthlyEnergy",5,0,977.1,901.9,5706.9,17625.5,34815.2,44994.3,33154.7,29478.3,24602.5,8229.5,858.3,1890.9,""
"LuckyPeak132","KLoadFollowing",6,0,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,""
"LuckyPeak132","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"LuckyPeak132","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"LuckyPeak132","DailyOpRange",11,0,.3,.3,3.1,9.8,7.9,6,8.1,8.8,9.4,4.5,.2,1,""
"LuckyPeak132","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"LuckyPeak131","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"LuckyPeak131","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"LuckyPeak131","MinGen",3,0,.4,.4,2,6.5,12.5,16.7,11.9,10.6,9.1,2.9,.4,.7,""
"LuckyPeak131","MaxCap",4,0,15,15,15,15,15,18,15,15,15,15,15,15,""
"LuckyPeak131","MonthlyEnergy",5,0,325.7,300.6,1902.3,5875.2,11605.1,14998.1,11051.6,9826.1,8200.8,2743.2,286.1,630.3,""
"LuckyPeak131","KLoadFollowing",6,0,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,""
"LuckyPeak131","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"LuckyPeak131","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"LuckyPeak131","DailyOpRange",11,0,0,0,.3,.8,1.5,2.1,1.5,1.3,1.1,.4,0,.1,""
"LuckyPeak131","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Lower_Malad_1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Lower_Malad_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Lower_Malad_1","MinGen",3,0,8.5,8.9,9.5,7.3,10.8,11.5,9.6,10.2,11.3,10.3,8.7,8.6,""
"Lower_Malad_1","MaxCap",4,0,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,""
"Lower_Malad_1","MonthlyEnergy",5,0,7981,7516,8841,5919,10102,10438,9011,9563,10228,9640,7869,8057,""
"Lower_Malad_1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Lower_Malad_1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Lower_Malad_1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Lower_Malad_1","DailyOpRange",11,0,1.1,1.1,1.2,.5,1.4,1.5,1.3,1.3,1.5,1.3,1.1,1.1,""
"Lower_Malad_1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"S_E_Hazelton1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"S_E_Hazelton1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"S_E_Hazelton1","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"S_E_Hazelton1","MaxCap",4,0,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,""
"S_E_Hazelton1","MonthlyEnergy",5,0,592.3,414,414.3,995.7,888.7,1002.7,1004,769.7,509,359.3,290,356,""
"S_E_Hazelton1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"S_E_Hazelton1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"S_E_Hazelton1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"S_E_Hazelton1","DailyOpRange",11,0,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,""
"S_E_Hazelton1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"BlackCanyon1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"BlackCanyon1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"BlackCanyon1","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"BlackCanyon1","MaxCap",4,0,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,""
"BlackCanyon1","MonthlyEnergy",5,0,1247.4,871.6,872.4,2096.5,1870.8,2111.2,2113.8,1620.6,1071.7,756.3,610.8,749.6,""
"BlackCanyon1","KLoadFollowing",6,0,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,""
"BlackCanyon1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"BlackCanyon1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"BlackCanyon1","DailyOpRange",11,0,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,""
"BlackCanyon1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Clear_Lake_ID","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Clear_Lake_ID","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Clear_Lake_ID","MinGen",3,0,1.6,1.5,1.5,1.4,1.4,1.4,1.4,1.1,1.5,1.5,1.6,1.6,""
"Clear_Lake_ID","MaxCap",4,0,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,""
"Clear_Lake_ID","MonthlyEnergy",5,0,1504,1330,1441,1304,1335,1312,1345,973,1402,1479,1453,1501,""
"Clear_Lake_ID","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Clear_Lake_ID","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Clear_Lake_ID","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Clear_Lake_ID","DailyOpRange",11,0,.2,.2,.2,.2,.2,.2,.2,.1,.2,.2,.2,.2,""
"Clear_Lake_ID","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"AmericanFalls1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls1","MinGen",3,0,0,0,1.833333,22.56667,29.13333,27.7,30.23333,21.76667,14.73333,3.2,2.8,4.066667,""
"AmericanFalls1","MaxCap",4,0,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,""
"AmericanFalls1","MonthlyEnergy",5,0,1,0,1519,18057.3,24084.7,22166.7,24997,18008,11798.3,2662.67,2259,3382,""
"AmericanFalls1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"AmericanFalls1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls1","DailyOpRange",11,0,0,0,.0333,.5,.63333,.63333,.66667,.5,.33333,.0667,.0667,.1,""
"AmericanFalls1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"AmericanFalls2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls2","MinGen",3,0,0,0,1.833333,22.56667,29.13333,27.7,30.23333,21.76667,14.73333,3.2,2.8,4.066667,""
"AmericanFalls2","MaxCap",4,0,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,""
"AmericanFalls2","MonthlyEnergy",5,0,1,0,1519,18057.3,24084.7,22166.7,24997,18008,11798.3,2662.67,2259,3382,""
"AmericanFalls2","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"AmericanFalls2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls2","DailyOpRange",11,0,0,0,.0333,.5,.63333,.63333,.66667,.5,.33333,.0667,.0667,.1,""
"AmericanFalls2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"AmericanFalls3","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls3","MinGen",3,0,0,0,1.833333,22.56667,29.13333,27.7,30.23333,21.76667,14.73333,3.2,2.8,4.066667,""
"AmericanFalls3","MaxCap",4,0,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,""
"AmericanFalls3","MonthlyEnergy",5,0,1,0,1519,18057.3,24084.7,22166.7,24997,18008,11798.3,2662.67,2259,3382,""
"AmericanFalls3","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls3","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"AmericanFalls3","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AmericanFalls3","DailyOpRange",11,0,0,0,.0333,.5,.63333,.63333,.66667,.5,.33333,.0667,.0667,.1,""
"AmericanFalls3","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Thompson_Falls2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls2","MinGen",3,0,2.617681,2.456946,2.267509,3.117107,3.777267,3.656716,3.346728,2.020666,1.716418,1.716418,1.946039,1.859931,""
"Thompson_Falls2","MaxCap",4,0,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,""
"Thompson_Falls2","MonthlyEnergy",5,0,2437.6,2066.25,2112,2806.6,3516.94,3295.98,3116.02,1884.44,1373.31,1576.46,1755.97,1730.88,""
"Thompson_Falls2","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Thompson_Falls2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls2","DailyOpRange",11,0,.32721,.30999,.28703,.39036,.47646,.45924,.41906,.25832,.0976,.20092,.24684,.23536,""
"Thompson_Falls2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Thompson_Falls6","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls6","MinGen",3,0,2.617681,2.456946,2.267509,3.117107,3.777267,3.656716,3.346728,2.020666,1.716418,1.716418,1.946039,1.859931,""
"Thompson_Falls6","MaxCap",4,0,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,""
"Thompson_Falls6","MonthlyEnergy",5,0,2437.6,2066.25,2112,2806.6,3516.94,3295.98,3116.02,1884.44,1373.31,1576.46,1755.97,1730.88,""
"Thompson_Falls6","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls6","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Thompson_Falls6","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls6","DailyOpRange",11,0,.32721,.30999,.28703,.39036,.47646,.45924,.41906,.25832,.0976,.20092,.24684,.23536,""
"Thompson_Falls6","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Thompson_Falls5","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls5","MinGen",3,0,2.617681,2.456946,2.267509,3.117107,3.777267,3.656716,3.346728,2.020666,1.716418,1.716418,1.946039,1.859931,""
"Thompson_Falls5","MaxCap",4,0,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,""
"Thompson_Falls5","MonthlyEnergy",5,0,2437.6,2066.25,2112,2806.6,3516.94,3295.98,3116.02,1884.44,1373.31,1576.46,1755.97,1730.88,""
"Thompson_Falls5","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls5","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Thompson_Falls5","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls5","DailyOpRange",11,0,.32721,.30999,.28703,.39036,.47646,.45924,.41906,.25832,.0976,.20092,.24684,.23536,""
"Thompson_Falls5","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Thompson_Falls4","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls4","MinGen",3,0,2.617681,2.456946,2.267509,3.117107,3.777267,3.656716,3.346728,2.020666,1.716418,1.716418,1.946039,1.859931,""
"Thompson_Falls4","MaxCap",4,0,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,5.396096,""
"Thompson_Falls4","MonthlyEnergy",5,0,2437.6,2066.25,2112,2806.6,3516.94,3295.98,3116.02,1884.44,1373.31,1576.46,1755.97,1730.88,""
"Thompson_Falls4","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls4","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Thompson_Falls4","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls4","DailyOpRange",11,0,.32721,.30999,.28703,.39036,.47646,.45924,.41906,.25832,.0976,.20092,.24684,.23536,""
"Thompson_Falls4","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Kerr_KER2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kerr_KER2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kerr_KER2","MinGen",3,0,11.8,11.6,9.4,9.4,16.2,18.7,14,9.4,9.4,9.4,9.9,9.8,""
"Kerr_KER2","MaxCap",4,0,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,""
"Kerr_KER2","MonthlyEnergy",5,0,21931.8,19456.9,15491,15715,30052.1,33594.2,26070.8,14549,12278.6,15970.9,17763.6,18294.8,""
"Kerr_KER2","KLoadFollowing",6,0,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,""
"Kerr_KER2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Kerr_KER2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kerr_KER2","DailyOpRange",11,0,17.2,17.3,17.1,18.6,13.8,11.8,15.4,15.2,11.5,18.1,18.7,18.7,""
"Kerr_KER2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Holter_HOL4","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL4","MinGen",3,0,6.65,7.15,6.325,9.175,9.85,9.1,8.375,6.075,6.075,6.075,6.075,7.55,""
"Holter_HOL4","MaxCap",4,0,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,""
"Holter_HOL4","MonthlyEnergy",5,0,6205.25,6024.25,5893.5,8274.75,9181.5,8204,7794.25,5672.75,5183,5041.5,5455.25,7022,""
"Holter_HOL4","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL4","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Holter_HOL4","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL4","DailyOpRange",11,0,.85,.9,.8,1.15,1.25,1.15,1.05,.775,.55,.35,.75,.95,""
"Holter_HOL4","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Holter_HOL3","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL3","MinGen",3,0,6.65,7.15,6.325,9.175,9.85,9.1,8.375,6.075,6.075,6.075,6.075,7.55,""
"Holter_HOL3","MaxCap",4,0,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,""
"Holter_HOL3","MonthlyEnergy",5,0,6205.25,6024.25,5893.5,8274.75,9181.5,8204,7794.25,5672.75,5183,5041.5,5455.25,7022,""
"Holter_HOL3","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL3","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Holter_HOL3","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL3","DailyOpRange",11,0,.85,.9,.8,1.15,1.25,1.15,1.05,.775,.55,.35,.75,.95,""
"Holter_HOL3","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Holter_HOL2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL2","MinGen",3,0,6.65,7.15,6.325,9.175,9.85,9.1,8.375,6.075,6.075,6.075,6.075,7.55,""
"Holter_HOL2","MaxCap",4,0,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,""
"Holter_HOL2","MonthlyEnergy",5,0,6205.25,6024.25,5893.5,8274.75,9181.5,8204,7794.25,5672.75,5183,5041.5,5455.25,7022,""
"Holter_HOL2","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Holter_HOL2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Holter_HOL2","DailyOpRange",11,0,.85,.9,.8,1.15,1.25,1.15,1.05,.775,.55,.35,.75,.95,""
"Holter_HOL2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Ryan6","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ryan6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ryan6","MinGen",3,0,6.616667,6.616667,6.616667,6.75,7.6,7.8,7.633333,6.7,6.616667,6.616667,6.616667,6.95,""
"Ryan6","MaxCap",4,0,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,""
"Ryan6","MonthlyEnergy",5,0,5846.33,5366.5,5668.17,6077.83,7071.17,7030.5,7101.83,6245.5,5305.17,5700,5692.83,6465,""
"Ryan6","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ryan6","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Ryan6","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ryan6","DailyOpRange",11,0,.61667,.68333,.5,.85,.95,.98333,.95,.85,.38333,.51667,.65,.86667,""
"Ryan6","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Ryan5","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ryan5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ryan5","MinGen",3,0,6.616667,6.616667,6.616667,6.75,7.6,7.8,7.633333,6.7,6.616667,6.616667,6.616667,6.95,""
"Ryan5","MaxCap",4,0,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,""
"Ryan5","MonthlyEnergy",5,0,5846.33,5366.5,5668.17,6077.83,7071.17,7030.5,7101.83,6245.5,5305.17,5700,5692.83,6465,""
"Ryan5","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ryan5","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Ryan5","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ryan5","DailyOpRange",11,0,.61667,.68333,.5,.85,.95,.98333,.95,.85,.38333,.51667,.65,.86667,""
"Ryan5","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Thompson_Falls7","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls7","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls7","MinGen",3,0,29.89392,28.05832,25.89495,35.59736,43.13639,41.7597,38.21963,23.076,19.60149,19.60149,22.22377,21.24041,""
"Thompson_Falls7","MaxCap",4,0,61.62342,61.62342,61.62342,61.62342,61.62342,61.62342,61.62342,61.62342,61.62342,61.62342,61.62342,61.62342,""
"Thompson_Falls7","MonthlyEnergy",5,0,27837.4,23596.5,24119,32051.4,40163.4,37640.1,35584.9,21520.3,15683.2,18003.2,20053.2,19766.7,""
"Thompson_Falls7","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls7","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Thompson_Falls7","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Thompson_Falls7","DailyOpRange",11,0,3.73674,3.54007,3.27784,4.45787,5.44122,5.24455,4.78565,2.95006,1.11447,2.29449,2.81894,2.68783,""
"Thompson_Falls7","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Morony_MOR2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Morony_MOR2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Morony_MOR2","MinGen",3,0,12.35,13.85,12.35,17.05,18.35,18.2,16.75,12.85,12.35,12.35,12.35,13.4,""
"Morony_MOR2","MaxCap",4,0,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,""
"Morony_MOR2","MonthlyEnergy",5,0,10676,11674,11457,15346,17095.5,16396.5,15622,11953.5,9900,10460.5,10516.5,12485,""
"Morony_MOR2","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Morony_MOR2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Morony_MOR2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Morony_MOR2","DailyOpRange",11,0,1,1.75,1.5,2.15,2.3,2.3,2.1,1.6,.7,.85,1.15,1.7,""
"Morony_MOR2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Morony_MOR1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Morony_MOR1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Morony_MOR1","MinGen",3,0,12.35,13.85,12.35,17.05,18.35,18.2,16.75,12.85,12.35,12.35,12.35,13.4,""
"Morony_MOR1","MaxCap",4,0,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,""
"Morony_MOR1","MonthlyEnergy",5,0,10676,11674,11457,15346,17095.5,16396.5,15622,11953.5,9900,10460.5,10516.5,12485,""
"Morony_MOR1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Morony_MOR1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Morony_MOR1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Morony_MOR1","DailyOpRange",11,0,1,1.75,1.5,2.15,2.3,2.3,2.1,1.6,.7,.85,1.15,1.7,""
"Morony_MOR1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Cochrane_COC2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cochrane_COC2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cochrane_COC2","MinGen",3,0,12.15,13.05,11.75,17.4,23.2,21.85,17.15,11.75,10.25,7.1,5.95,12.25,""
"Cochrane_COC2","MaxCap",4,0,31,31,31,31,31,31,31,31,31,31,31,31,""
"Cochrane_COC2","MonthlyEnergy",5,0,11306,10975.5,10938.5,15688.5,21580.5,19689,15959.5,10960,9261.5,6647,4779.5,11422.5,""
"Cochrane_COC2","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cochrane_COC2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Cochrane_COC2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cochrane_COC2","DailyOpRange",11,0,1.5,1.65,1.5,2.2,2.9,2.75,2.15,1.5,1.3,.9,.35,1.55,""
"Cochrane_COC2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Cochrane_COC1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cochrane_COC1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cochrane_COC1","MinGen",3,0,12.15,13.05,11.75,17.4,23.2,21.85,17.15,11.75,10.25,7.1,5.95,12.25,""
"Cochrane_COC1","MaxCap",4,0,31,31,31,31,31,31,31,31,31,31,31,31,""
"Cochrane_COC1","MonthlyEnergy",5,0,11306,10975.5,10938.5,15688.5,21580.5,19689,15959.5,10960,9261.5,6647,4779.5,11422.5,""
"Cochrane_COC1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cochrane_COC1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Cochrane_COC1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
