"HYDROMONTHLYVAR"
"Generator Name","DataTypeName","DatatypeID","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","PatternName"
"Kemano_8","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kemano_8","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Kemano_8","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kemano_8","DailyOpRange",11,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kemano_8","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"FallsRiver_BC_1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_1","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_1","MaxCap",4,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,""
"FallsRiver_BC_1","MonthlyEnergy",5,0,900,732,816,871,1238,1254,1066,691,616,781,874,881,""
"FallsRiver_BC_1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"FallsRiver_BC_1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_1","DailyOpRange",11,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"FallsRiver_BC_2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_2","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_2","MaxCap",4,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,""
"FallsRiver_BC_2","MonthlyEnergy",5,0,900,732,816,871,1238,1254,1066,691,616,781,874,881,""
"FallsRiver_BC_2","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"FallsRiver_BC_2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_2","DailyOpRange",11,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"FallsRiver_BC_2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Peace_Canyon_1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Peace_Canyon_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Peace_Canyon_1","MinGen",3,0,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,""
"Peace_Canyon_1","MaxCap",4,0,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,""
"Peace_Canyon_1","MonthlyEnergy",5,0,98894.2,127066,139186,95542.2,25968.9,21922.1,79092.4,82256.5,35348,44844.6,111154,117150,""
"Peace_Canyon_1","KLoadFollowing",6,0,.6605,.5785,.4555,.723,1.362,.555,1.2835,1.0025,1.514,1.325,.8815,.316,""
"Peace_Canyon_1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Peace_Canyon_1","Pvalue",10,0,.0798,.0664,.0389,.0274,.0278,.0113,.0267,.0204,.07,.0318,.1,.04612,""
"Peace_Canyon_1","DailyOpRange",11,0,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,""
"Peace_Canyon_1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Peace_Canyon_2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Peace_Canyon_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Peace_Canyon_2","MinGen",3,0,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,""
"Peace_Canyon_2","MaxCap",4,0,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,""
"Peace_Canyon_2","MonthlyEnergy",5,0,98894.2,127066,139186,95542.2,25968.9,21922.1,79092.4,82256.5,35348,44844.6,111154,117150,""
"Peace_Canyon_2","KLoadFollowing",6,0,.6605,.5785,.4555,.723,1.362,.555,1.2835,1.0025,1.514,1.325,.8815,.316,""
"Peace_Canyon_2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Peace_Canyon_2","Pvalue",10,0,.0798,.0664,.0389,.0274,.0278,.0113,.0267,.0204,.07,.0318,.1,.04612,""
"Peace_Canyon_2","DailyOpRange",11,0,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,""
"Peace_Canyon_2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Peace_Canyon_3","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Peace_Canyon_3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Peace_Canyon_3","MinGen",3,0,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,""
"Peace_Canyon_3","MaxCap",4,0,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,""
"Peace_Canyon_3","MonthlyEnergy",5,0,98894.2,127066,139186,95542.2,25968.9,21922.1,79092.4,82256.5,35348,44844.6,111154,117150,""
"Peace_Canyon_3","KLoadFollowing",6,0,.6605,.5785,.4555,.723,1.362,.555,1.2835,1.0025,1.514,1.325,.8815,.316,""
"Peace_Canyon_3","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Peace_Canyon_3","Pvalue",10,0,.0798,.0664,.0389,.0274,.0278,.0113,.0267,.0204,.07,.0318,.1,.04612,""
"Peace_Canyon_3","DailyOpRange",11,0,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,""
"Peace_Canyon_3","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Peace_Canyon_4","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Peace_Canyon_4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Peace_Canyon_4","MinGen",3,0,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,""
"Peace_Canyon_4","MaxCap",4,0,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,167.66,""
"Peace_Canyon_4","MonthlyEnergy",5,0,98894.2,127066,139186,95542.2,25968.9,21922.1,79092.4,82256.5,35348,44844.6,111154,117150,""
"Peace_Canyon_4","KLoadFollowing",6,0,.6605,.5785,.4555,.723,1.362,.555,1.2835,1.0025,1.514,1.325,.8815,.316,""
"Peace_Canyon_4","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Peace_Canyon_4","Pvalue",10,0,.0798,.0664,.0389,.0274,.0278,.0113,.0267,.0204,.07,.0318,.1,.04612,""
"Peace_Canyon_4","DailyOpRange",11,0,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,146.68,""
"Peace_Canyon_4","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Mica_1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_1","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_1","MaxCap",4,0,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,""
"Mica_1","MonthlyEnergy",5,0,280823,90127,23589.5,67328,7957.17,7450.67,145927,223421,301789,313538,205660,269184,""
"Mica_1","KLoadFollowing",6,0,1.065,1.9255,2.332,2.108,3.8095,3.017,2.943,1.48,1.661,1.3765,2.0265,1.4275,""
"Mica_1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Mica_1","Pvalue",10,0,.1,.1,.0134,.019,.00617,.00513,.0527,.1,.08595,.0632,.1,.1,""
"Mica_1","DailyOpRange",11,0,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,""
"Mica_1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Mica_2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_2","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_2","MaxCap",4,0,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,""
"Mica_2","MonthlyEnergy",5,0,280823,90127,23589.5,67328,7957.17,7450.67,145927,223421,301789,313538,205660,269184,""
"Mica_2","KLoadFollowing",6,0,1.065,1.9255,2.332,2.108,3.8095,3.017,2.943,1.48,1.661,1.3765,2.0265,1.4275,""
"Mica_2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Mica_2","Pvalue",10,0,.1,.1,.0134,.019,.00617,.00513,.0527,.1,.08595,.0632,.1,.1,""
"Mica_2","DailyOpRange",11,0,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,437.46,""
"Mica_2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Mica_3","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_3","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_3","MaxCap",4,0,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,""
"Mica_3","MonthlyEnergy",5,0,281679,90401.8,23661.4,67533.3,7981.42,7473.39,146372,224103,302710,314494,206287,270004,""
"Mica_3","KLoadFollowing",6,0,1.065,1.9255,2.332,2.108,3.8095,3.017,2.943,1.48,1.661,1.3765,2.0265,1.4275,""
"Mica_3","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Mica_3","Pvalue",10,0,.1,.1,.0134,.019,.00617,.00513,.0527,.1,.08595,.0632,.1,.1,""
"Mica_3","DailyOpRange",11,0,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,""
"Mica_3","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Mica_4","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_4","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Mica_4","MaxCap",4,0,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,""
"Mica_4","MonthlyEnergy",5,0,281679,90401.8,23661.4,67533.3,7981.42,7473.39,146372,224103,302710,314494,206287,270004,""
"Mica_4","KLoadFollowing",6,0,1.065,1.9255,2.332,2.108,3.8095,3.017,2.943,1.48,1.661,1.3765,2.0265,1.4275,""
"Mica_4","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Mica_4","Pvalue",10,0,.1,.1,.0134,.019,.00617,.00513,.0527,.1,.08595,.0632,.1,.1,""
"Mica_4","DailyOpRange",11,0,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,438.8,""
"Mica_4","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"WalterHardman1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman1","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman1","MaxCap",4,0,4,4,4,4,4,4,4,4,4,4,4,4,""
"WalterHardman1","MonthlyEnergy",5,0,1028,837,933,996,1414,1434,1219,790,703,893,999,1007,""
"WalterHardman1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"WalterHardman1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman1","DailyOpRange",11,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"WalterHardman2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman2","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman2","MaxCap",4,0,4,4,4,4,4,4,4,4,4,4,4,4,""
"WalterHardman2","MonthlyEnergy",5,0,1028,837,933,996,1414,1434,1219,790,703,893,999,1007,""
"WalterHardman2","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"WalterHardman2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman2","DailyOpRange",11,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"WalterHardman2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Whatshan_1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Whatshan_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Whatshan_1","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Whatshan_1","MaxCap",4,0,54,54,54,54,54,54,54,54,54,54,54,54,""
"Whatshan_1","MonthlyEnergy",5,0,13881,11293,12591,13443,19093,19354,16452,10664,9497,12053,13489,13589,""
"Whatshan_1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Whatshan_1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Whatshan_1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Whatshan_1","DailyOpRange",11,0,11.3,17.3,19.2,6.5,22.6,17.4,9.9,17.4,8.7,8.7,12.2,26.1,""
"Whatshan_1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Revelstoke_1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Revelstoke_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Revelstoke_1","MinGen",3,0,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,""
"Revelstoke_1","MaxCap",4,0,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,""
"Revelstoke_1","MonthlyEnergy",5,0,212218,78250.6,28628.6,86567.3,106389,126246,161581,191944,224666,209082,143884,190516,""
"Revelstoke_1","KLoadFollowing",6,0,1.273,1.789,1.826,1.118,1.5385,1.801,1.501,1.0735,1.2075,1.034,1.5925,1.3545,""
"Revelstoke_1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Revelstoke_1","Pvalue",10,0,.1,.1,.01509,.0177,.0482,.0705,.064,.09367,.061,.04732,.0884,.1,""
"Revelstoke_1","DailyOpRange",11,0,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,""
"Revelstoke_1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Revelstoke_2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Revelstoke_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Revelstoke_2","MinGen",3,0,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,""
"Revelstoke_2","MaxCap",4,0,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,""
"Revelstoke_2","MonthlyEnergy",5,0,212218,78250.6,28628.6,86567.3,106389,126246,161581,191944,224666,209082,143884,190516,""
"Revelstoke_2","KLoadFollowing",6,0,1.273,1.789,1.826,1.118,1.5385,1.801,1.501,1.0735,1.2075,1.034,1.5925,1.3545,""
"Revelstoke_2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Revelstoke_2","Pvalue",10,0,.1,.1,.01509,.0177,.0482,.0705,.064,.09367,.061,.04732,.0884,.1,""
"Revelstoke_2","DailyOpRange",11,0,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,""
"Revelstoke_2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Revelstoke_3","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Revelstoke_3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Revelstoke_3","MinGen",3,0,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,""
"Revelstoke_3","MaxCap",4,0,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,""
"Revelstoke_3","MonthlyEnergy",5,0,212218,78250.6,28628.6,86567.3,106389,126246,161581,191944,224666,209082,143884,190516,""
"Revelstoke_3","KLoadFollowing",6,0,1.273,1.789,1.826,1.118,1.5385,1.801,1.501,1.0735,1.2075,1.034,1.5925,1.3545,""
"Revelstoke_3","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Revelstoke_3","Pvalue",10,0,.1,.1,.01509,.0177,.0482,.0705,.064,.09367,.061,.04732,.0884,.1,""
"Revelstoke_3","DailyOpRange",11,0,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,""
"Revelstoke_3","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Revelstoke_4","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Revelstoke_4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Revelstoke_4","MinGen",3,0,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,""
"Revelstoke_4","MaxCap",4,0,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,483.3,""
"Revelstoke_4","MonthlyEnergy",5,0,212218,78250.6,28628.6,86567.3,106389,126246,161581,191944,224666,209082,143884,190516,""
"Revelstoke_4","KLoadFollowing",6,0,1.273,1.789,1.826,1.118,1.5385,1.801,1.501,1.0735,1.2075,1.034,1.5925,1.3545,""
"Revelstoke_4","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Revelstoke_4","Pvalue",10,0,.1,.1,.01509,.0177,.0482,.0705,.064,.09367,.061,.04732,.0884,.1,""
"Revelstoke_4","DailyOpRange",11,0,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,455.71,""
"Revelstoke_4","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Shuswap_1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_1","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_1","MaxCap",4,0,3,3,3,3,3,3,3,3,3,3,3,3,""
"Shuswap_1","MonthlyEnergy",5,0,771,627,699,747,1061,1075,914,592,528,670,749,755,""
"Shuswap_1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Shuswap_1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_1","DailyOpRange",11,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Shuswap_2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_2","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_2","MaxCap",4,0,3,3,3,3,3,3,3,3,3,3,3,3,""
"Shuswap_2","MonthlyEnergy",5,0,771,627,699,747,1061,1075,914,592,528,670,749,755,""
"Shuswap_2","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Shuswap_2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_2","DailyOpRange",11,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Shuswap_2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Seven_Mile_1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_1","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_1","MaxCap",4,0,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,""
"Seven_Mile_1","MonthlyEnergy",5,0,51731,42088,46924,50100,71158,72131,61316,39742,35393,44921,50271,50643,""
"Seven_Mile_1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Seven_Mile_1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_1","DailyOpRange",11,0,16.9,25.8,28.6,9.7,33.8,26,14.8,26,13,13,18.2,39,""
"Seven_Mile_1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Seven_Mile_2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_2","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_2","MaxCap",4,0,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,""
"Seven_Mile_2","MonthlyEnergy",5,0,51731,42088,46924,50100,71158,72131,61316,39742,35393,44921,50271,50643,""
"Seven_Mile_2","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Seven_Mile_2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_2","DailyOpRange",11,0,16.9,25.8,28.6,9.7,33.8,26,14.8,26,13,13,18.2,39,""
"Seven_Mile_2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"Seven_Mile_3","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_3","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_3","MaxCap",4,0,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,201.25,""
"Seven_Mile_3","MonthlyEnergy",5,0,51731,42088,46924,50100,71158,72131,61316,39742,35393,44921,50271,50643,""
"Seven_Mile_3","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_3","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"Seven_Mile_3","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Seven_Mile_3","DailyOpRange",11,0,16.9,25.8,28.6,9.7,33.8,26,14.8,26,13,13,18.2,39,""
"Seven_Mile_3","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"KootenayCanal1","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal1","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal1","MaxCap",4,0,146.25,146.25,146.25,146.25,146.25,146.25,146.25,146.25,146.25,146.25,146.25,146.25,""
"KootenayCanal1","MonthlyEnergy",5,0,37593,30586,34100,36408,51711,52418,44559,28881,25720,32644,36533,36803,""
"KootenayCanal1","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal1","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"KootenayCanal1","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal1","DailyOpRange",11,0,12.3,18.8,20.8,7.1,24.5,18.9,10.8,18.9,9.4,9.4,13.2,28.3,""
"KootenayCanal1","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"KootenayCanal2","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal2","MinGen",3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal2","MaxCap",4,0,147.25,147.25,147.25,147.25,147.25,147.25,147.25,147.25,147.25,147.25,147.25,147.25,""
"KootenayCanal2","MonthlyEnergy",5,0,37850,30795,34333,36657,52065,52777,44863,29078,25896,32868,36782,37055,""
"KootenayCanal2","KLoadFollowing",6,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal2","DispatchCost",9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,""
"KootenayCanal2","Pvalue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal2","DailyOpRange",11,0,12.4,18.9,20.9,7.1,24.7,19,10.8,19,9.5,9.5,13.3,28.5,""
"KootenayCanal2","PLFAllocator",12,0,1,1,1,1,1,1,1,1,1,1,1,1,""
"KootenayCanal3","VOMCost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"KootenayCanal3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0,""
