year,month,ba,solar_gen_mwh,solar_capacity,hours_in_month,solar_cf,solar_num_sites,wind_gen_mwh,wind_capacity,wind_cf,wind_num_sites
1984,5,AECI,387125.00000000006,2500,744,0.20813172043010755,1,203609237.1,919400,0.297659701365547,8
1984,6,AECI,374527.5000000001,2500,720,0.20807083333333337,1,178803242.5,919400,0.27010858908587726,8
1984,7,AECI,434382.50000000006,2500,744,0.23353897849462368,1,140291816,919400,0.20509491931390503,8
1984,8,AECI,423592.50000000006,2500,744,0.22773790322580648,1,147911731.1,919400,0.2162345988559626,8
1984,9,AECI,344724.99999999994,2500,720,0.19151388888888887,1,214854515.5,919400,0.32456933794382814,8
1984,10,AECI,218854.9999999998,2500,744,0.11766397849462354,1,187718964.5,919400,0.27442944981065254,8
1984,11,AECI,265804.99999999994,2500,720,0.1476694444444444,1,253012888.6,919400,0.3822131713315447,8
1984,12,AECI,192465.00000000038,2500,744,0.1034758064516131,1,238931115.7,919400,0.3492973381716922,8
1985,1,AECI,287236.06998654106,5000,744,0.07721399730820996,1,711651777.8067293,1838800,0.5201877347887073,8
1985,2,AECI,286807.50000000006,2500,672,0.17071875000000003,1,212911446.8,919400,0.34460790746035197,8
1985,3,AECI,317979.9999999999,2500,744,0.17095698924731176,1,256640074.2,919400,0.3751863566351127,8
1985,4,AECI,378802.5000000001,2500,720,0.2104458333333334,1,232614846.5,919400,0.3513989294044425,8
1985,5,AECI,400887.4999999999,2500,744,0.21553091397849458,1,209087089,919400,0.3056678633915059,8
1985,6,AECI,393567.49999999977,2500,720,0.21864861111111097,1,171764930.5,919400,0.2594761838940855,8
1985,7,AECI,429952.49999999994,2500,744,0.2311572580645161,1,148434286,919400,0.2169985304815436,8
1985,8,AECI,386087.5,2500,744,0.2075739247311828,1,158057054.10000002,919400,0.2310662138526529,8
1985,9,AECI,353512.49999999994,2500,720,0.1963958333333333,1,244933258.8,919400,0.3700077024871293,8
1985,10,AECI,262769.9999999999,2500,744,0.14127419354838702,1,208973109.2,919400,0.30550123444228466,8
1985,11,AECI,149157.50000000017,2500,720,0.08286527777777787,1,190647555.90000004,919400,0.2880011660684505,8
1985,12,AECI,303425.00000000006,2500,744,0.16313172043010754,1,286848677.7,919400,0.41934881225132803,8
1986,1,AECI,325074.42799461633,5000,744,0.08738559892328397,1,445654899.620996,1838800,0.3257551234478803,8
1986,2,AECI,236605.00000000015,2500,672,0.1408363095238096,1,163261569.9,919400,0.26424707932580255,8
1986,3,AECI,418215.0000000001,2500,744,0.22484677419354845,1,283187542.2,919400,0.4139965378893668,8
1986,4,AECI,364995.0000000002,2500,720,0.2027750000000001,1,267832893.69999996,919400,0.4046009681736881,8
1986,5,AECI,370325,2500,744,0.1990994623655914,1,173671915.49999997,919400,0.25389383723255693,8
1986,6,AECI,389897.5000000002,2500,720,0.2166097222222223,1,141654883.8,919400,0.21399053096222176,8
1986,7,AECI,419825,2500,744,0.22571236559139785,1,183462201.20000002,919400,0.2682064173455807,8
1986,8,AECI,385570,2500,744,0.20729569892473118,1,138660609.7,919400,0.20271023192427973,8
1986,9,AECI,298939.99999999994,2500,720,0.16607777777777774,1,206725354.59999996,919400,0.3122890450897928,8
1986,10,AECI,268377.5000000001,2500,744,0.14428897849462372,1,174254028.70000002,919400,0.2547448381190632,8
1986,11,AECI,251760.0000000001,2500,720,0.13986666666666672,1,206811612.1,919400,0.312419349726875,8
1986,12,AECI,230142.49999999977,2500,744,0.1237325268817203,1,172309473.4,919400,0.25190206065900855,8
1987,1,AECI,276621.80349932716,5000,744,0.07436069986541052,1,431729570.28048444,1838800,0.3155762891475539,8
1987,2,AECI,248857.49999999994,2500,672,0.14812946428571425,1,202496466.5,919400,0.32775073692599727,8
1987,3,AECI,350975.00000000006,2500,744,0.1886962365591398,1,245801399.1,919400,0.3593411187696043,8
1987,4,AECI,405327.5,2500,720,0.22518194444444445,1,198319469.20000002,919400,0.299590719188843,8
1987,5,AECI,388782.5,2500,744,0.2090228494623656,1,207745812.9,919400,0.3037070297423986,8
1987,6,AECI,382297.5,2500,720,0.2123875,1,112021147.80000001,919400,0.1692244153795954,8
1987,7,AECI,425682.49999999994,2500,744,0.2288615591397849,1,160134305.60000002,919400,0.23410298207573432,8
1987,8,AECI,412465,2500,744,0.221755376344086,1,157089737.5,919400,0.22965207776343152,8
1987,9,AECI,386197.5,2500,720,0.21455416666666668,1,165938710.10000002,919400,0.25067482129045515,8
1987,10,AECI,342697.5000000002,2500,744,0.18424596774193558,1,217941335.59999996,919400,0.3186120325083446,8
1987,11,AECI,215359.99999999965,2500,720,0.11964444444444425,1,247755997.10000002,919400,0.3742718637456796,8
1987,12,AECI,219532.5,2500,744,0.11802822580645161,1,255212370.59999996,919400,0.3730991731985095,8
1988,1,AECI,299051.9515477793,5000,744,0.08039030955585466,1,553643944.4866756,1838800,0.40469060619732394,8
1988,2,AECI,298159.9999999997,2500,696,0.17135632183908028,1,215264882.1,919400,0.3364026796899027,8
1988,3,AECI,380667.5,2500,744,0.20465994623655914,1,264975585.3,919400,0.3873721777702148,8
1988,4,AECI,432585,2500,720,0.24032499999999998,1,211286426.3,919400,0.31917921455417786,8
1988,5,AECI,436740,2500,744,0.23480645161290323,1,253670358,919400,0.3708448795497765,8
1988,6,AECI,421302.5,2500,720,0.23405694444444441,1,185528713.9,919400,0.28026840255118074,8
1988,7,AECI,402267.5,2500,744,0.2162728494623656,1,149244188.5,919400,0.21818254030211381,8
1988,8,AECI,396457.50000000006,2500,744,0.21314919354838713,1,179665095.2,919400,0.26265536546742735,8
1988,9,AECI,352517.4999999999,2500,720,0.19584305555555548,1,211242152.9,919400,0.31911233307350206,8
1988,10,AECI,330537.4999999999,2500,744,0.17770833333333327,1,196699982.89999998,919400,0.28755894871246085,8
1988,11,AECI,277710,2500,720,0.15428333333333333,1,276504227.79999995,919400,0.41770029336765513,8
1988,12,AECI,290125,2500,744,0.15598118279569892,1,254405779.40000004,919400,0.3719200042220148,8
1989,1,AECI,264330.2826379543,5000,744,0.07105652759084792,1,387876646.9792732,1838800,0.2835216332788866,8
1989,2,AECI,275330.00000000006,2500,672,0.1638869047619048,1,199016462.6,919400,0.3221181752203818,8
1989,3,AECI,359975.0000000002,2500,744,0.19353494623655923,1,276508862.90000004,919400,0.40423286648492124,8
1989,4,AECI,410967.5,2500,720,0.22831527777777777,1,219365810.1,919400,0.33138431177942135,8
1989,5,AECI,392217.5,2500,744,0.21086962365591397,1,204960226.39999998,919400,0.2996347349019112,8
1989,6,AECI,361142.4999999999,2500,720,0.20063472222222217,1,141123910.3,919400,0.21318841741594763,8
1989,7,AECI,388797.4999999999,2500,744,0.20903091397849455,1,152191667.3,919400,0.22249150816568075,8
1989,8,AECI,388292.5,2500,744,0.20875940860215056,1,152477298.8,919400,0.2229090775657804,8
1989,9,AECI,352095.0000000003,2500,720,0.1956083333333335,1,179026272,919400,0.27044550793996086,8
1989,10,AECI,345670.0000000001,2500,744,0.18584408602150546,1,252383056.29999998,919400,0.3689629519661022,8
1989,11,AECI,308305,2500,720,0.17128055555555555,1,245532866.2,919400,0.3709134976313054,8
1989,12,AECI,293167.5000000001,2500,744,0.15761693548387104,1,221958257.10000002,919400,0.3244844362908489,8
1990,1,AECI,312259.7039030956,5000,744,0.08394078061911173,1,699627891.6694481,1838800,0.5113987760758011,8
1990,2,AECI,263850,2500,672,0.15705357142857143,1,228163598.89999998,919400,0.36929428434822914,8
1990,3,AECI,324987.5,2500,744,0.17472446236559142,1,247294803.60000002,919400,0.3615243514353681,8
1990,4,AECI,365127.5,2500,720,0.2028486111111111,1,226254207.5,919400,0.34179024892441934,8
1990,5,AECI,315957.5,2500,744,0.16986962365591396,1,217884575.59999996,919400,0.31852905412833515,8
1990,6,AECI,412137.5,2500,720,0.22896527777777775,1,221442338.8,919400,0.3345212137142581,8
1990,7,AECI,400357.49999999994,2500,744,0.21524596774193544,1,198720967.5,919400,0.2905134594265545,8
1990,8,AECI,403915,2500,744,0.21715860215053764,1,175828879.49999997,919400,0.2570471384738995,8
1990,9,AECI,371632.50000000006,2500,720,0.20646250000000002,1,159967752.6,919400,0.2416548120150823,8
1990,10,AECI,348969.99999999994,2500,744,0.18761827956989244,1,275719170.2,919400,0.40307840170424375,8
1990,11,AECI,272762.50000000006,2500,720,0.15153472222222225,1,254721857.7,919400,0.3847948204444928,8
1990,12,AECI,224435.00000000006,2500,744,0.1206639784946237,1,248391638.3,919400,0.36312783217081734,8
1991,1,AECI,214630.98250336468,5000,744,0.057696500672947494,1,517435799.52516824,1838800,0.3782239640897525,8
1991,2,AECI,349295.00000000006,2500,672,0.20791369047619052,1,213195455.49999997,919400,0.34506758985544395,8
1991,3,AECI,384830.0000000002,2500,744,0.2068978494623657,1,268519070,919400,0.3925524564875176,8
1991,4,AECI,357252.50000000006,2500,720,0.19847361111111111,1,239763243.4,919400,0.3621976340246054,8
1991,5,AECI,357605.0000000001,2500,744,0.1922607526881721,1,174954590.9,919400,0.2557690015519705,8
1991,6,AECI,384262.5,2500,720,0.2134791666666667,1,164201258.9,919400,0.2480501457774394,8
1991,7,AECI,408249.99999999994,2500,744,0.21948924731182792,1,156274375.20000002,919400,0.22846008617120564,8
1991,8,AECI,416979.99999999994,2500,744,0.2241827956989247,1,137295697.9,919400,0.20071484485557434,8
1991,9,AECI,344257.4999999999,2500,720,0.1912541666666666,1,206803334.9,919400,0.3124068457991927,8
1991,10,AECI,323079.9999999998,2500,744,0.17369892473118273,1,272430703,919400,0.3982709372755958,8
1991,11,AECI,262890.00000000006,2500,720,0.14605000000000004,1,251227809.20000005,919400,0.3795165464191623,8
1991,12,AECI,213180.00000000003,2500,744,0.11461290322580646,1,210567693.6,919400,0.30783238367238097,8
1992,1,AECI,275049.69044414547,5000,744,0.07393808882907137,1,599412113.0422611,1838800,0.4381452263764975,8
1992,2,AECI,284722.5,2500,696,0.16363362068965517,1,214158647.89999998,919400,0.33467392511733035,8
1992,3,AECI,380612.49999999994,2500,744,0.20463037634408598,1,255290202.9,919400,0.3732129575213849,8
1992,4,AECI,396125,2500,720,0.22006944444444443,1,221057470,919400,0.33393981280061874,8
1992,5,AECI,392570.00000000006,2500,744,0.21105913978494625,1,183522279.8,919400,0.26829424724165596,8
1992,6,AECI,347752.49999999965,2500,720,0.19319583333333312,1,127906509.39999999,919400,0.19322158986537114,8
1992,7,AECI,420895,2500,744,0.22628763440860217,1,134441710.6,919400,0.1965425537575932,8
1992,8,AECI,410914.99999999994,2500,744,0.22092204301075266,1,146520528.89999998,919400,0.21420077741795135,8
1992,9,AECI,367012.5,2500,720,0.20389583333333333,1,229414093.2,919400,0.346563720904938,8
1992,10,AECI,332454.9999999998,2500,744,0.1787392473118279,1,207151336.8,919400,0.3028379553285102,8
1992,11,AECI,205884.99999999985,2500,720,0.11438055555555547,1,231280781.8,919400,0.34938362851376503,8
1992,12,AECI,204747.50000000012,2500,744,0.11007930107526888,1,223949532.10000002,919400,0.32739551405077183,8
1993,1,AECI,235751.8707940777,5000,744,0.06337415881561229,1,605187848.0269179,1838800,0.4423670474863501,8
1993,2,AECI,282707.5,2500,672,0.16827827380952382,1,185411341.20000002,919400,0.3000976005314025,8
1993,3,AECI,313399.99999999994,2500,744,0.16849462365591394,1,216297056.89999998,919400,0.3162082343615869,8
1993,4,AECI,317579.9999999999,2500,720,0.17643333333333328,1,242254147,919400,0.36596051017571846,8
1993,5,AECI,357920.00000000006,2500,744,0.19243010752688178,1,200392027.9,919400,0.29295641018218993,8
1993,6,AECI,379412.5000000002,2500,720,0.21078472222222233,1,189043733.5,919400,0.28557835650665897,8
1993,7,AECI,386569.99999999994,2500,744,0.20783333333333331,1,178270615.79999998,919400,0.2606167530366929,8
1993,8,AECI,390219.99999999994,2500,744,0.20979569892473113,1,150192391.79999998,919400,0.21956873434287436,8
1993,9,AECI,327672.5,2500,720,0.18204027777777776,1,176049856.5,919400,0.2659491946740628,8
1993,10,AECI,327122.4999999999,2500,744,0.17587231182795693,1,221432100.20000002,919400,0.3237152388420686,8
1993,11,AECI,288844.9999999999,2500,720,0.1604694444444444,1,251388033.8,919400,0.379758589236942,8
1993,12,AECI,259235.00000000012,2500,744,0.13937365591397854,1,240720767.39999998,919400,0.35191365950444536,8
1994,1,AECI,286359.89232839836,5000,744,0.07697846567967698,1,664458254.051144,1838800,0.48569123947357556,8
1994,2,AECI,308120.00000000006,2500,672,0.18340476190476193,1,231735012.49999997,919400,0.3750747972603768,8
1994,3,AECI,395934.9999999999,2500,744,0.21286827956989243,1,227176642.9,919400,0.33211328054645267,8
1994,4,AECI,351860,2500,720,0.19547777777777778,1,269239094.70000005,919400,0.40672524155246187,8
1994,5,AECI,433704.99999999994,2500,744,0.23317473118279566,1,147502319.9,919400,0.21563607387122505,8
1994,6,AECI,420187.5,2500,720,0.2334375,1,162051139.3,919400,0.2448020739673217,8
1994,7,AECI,408295,2500,744,0.21951344086021507,1,160930681.2,919400,0.23526721669812709,8
1994,8,AECI,398275.00000000006,2500,744,0.21412634408602155,1,180832612.79999998,919400,0.2643621786999937,8
1994,9,AECI,353535,2500,720,0.19640833333333332,1,198354079.70000002,919400,0.2996430034382327,8
1994,10,AECI,308512.49999999994,2500,744,0.16586693548387094,1,207898202,919400,0.30392980988068424,8
1994,11,AECI,247632.50000000012,2500,720,0.13757361111111116,1,262018102,919400,0.39581687030188767,8
1994,12,AECI,253912.49999999985,2500,744,0.13651209677419346,1,186571504.29999995,919400,0.2727519588219058,8
1995,1,AECI,288988.42530282657,5000,744,0.07768506056527597,1,624428520.5458951,1838800,0.45643117570971303,8
1995,2,AECI,306214.9999999999,2500,672,0.18227083333333324,1,209738044.39999998,919400,0.3394715957353139,8
1995,3,AECI,385165.0000000001,2500,744,0.20707795698924739,1,241240329.60000002,919400,0.35267321605254487,8
1995,4,AECI,381132.49999999994,2500,720,0.21174027777777774,1,238788270.59999996,919400,0.3607247942498731,8
1995,5,AECI,282430.0000000001,2500,744,0.15184408602150545,1,183836250.70000002,919400,0.2687532464779508,8
1995,6,AECI,395442.5,2500,720,0.21969027777777778,1,151595172.5,919400,0.22900679866700505,8
1995,7,AECI,420329.99999999994,2500,744,0.22598387096774192,1,129520070,919400,0.18934752620339118,8
1995,8,AECI,408820.0000000001,2500,744,0.21979569892473125,1,176299881.39999998,919400,0.25773570391863787,8
1995,9,AECI,340942.50000000006,2500,720,0.1894125,1,192600658.59999996,919400,0.2909516148816861,8
1995,10,AECI,365985,2500,744,0.19676612903225807,1,260484531.10000002,919400,0.38080663157482325,8
1995,11,AECI,306530.00000000006,2500,720,0.17029444444444447,1,241709901.60000002,919400,0.3651383474729896,8
1995,12,AECI,241959.99999999994,2500,744,0.13008602150537632,1,218117478.1,919400,0.31886953813379926,8
1996,1,AECI,278769.6904441455,5000,744,0.07493808882907137,1,377831984.08829075,1838800,0.27617940411720326,8
1996,2,AECI,363227.49999999994,2500,696,0.20875143678160915,1,259012924.09999996,919400,0.40476942124298954,8
1996,3,AECI,401440.00000000006,2500,744,0.21582795698924734,1,275625553.8,919400,0.4029415423452883,8
1996,4,AECI,404272.5000000001,2500,720,0.2245958333333334,1,284388987.2,919400,0.4296113818190607,8
1996,5,AECI,375952.49999999994,2500,744,0.20212499999999997,1,226007420.89999998,919400,0.3304039756234196,8
1996,6,AECI,404549.99999999994,2500,720,0.22474999999999995,1,155518887.9,919400,0.23493414772315277,8
1996,7,AECI,386557.5,2500,744,0.2078266129032258,1,129670031.5,919400,0.18956675739320406,8
1996,8,AECI,388715,2500,744,0.20898655913978492,1,127766228.7,919400,0.1867835566849348,8
1996,9,AECI,352747.50000000006,2500,720,0.19597083333333337,1,178233873.2,919400,0.2692484730379716,8
1996,10,AECI,332695.0000000001,2500,744,0.17886827956989254,1,293661459.3,919400,0.429308530019578,8
1996,11,AECI,222610.00000000012,2500,720,0.12367222222222228,1,223393669.10000002,919400,0.33746898505667955,8
1996,12,AECI,278559.99999999994,2500,744,0.14976344086021504,1,225415192.20000005,919400,0.3295381867206524,8
1997,1,AECI,302128.5868102288,5000,744,0.08121736204576044,1,385081898.8974428,1838800,0.28147878912486374,8
1997,2,AECI,267607.50000000006,2500,672,0.1592901785714286,1,174061321.10000002,919400,0.28172702095440094,8
1997,3,AECI,391235.0000000001,2500,744,0.21034139784946243,1,267493666.59999996,919400,0.3910534023474869,8
1997,4,AECI,370030,2500,720,0.2055722222222222,1,209383990.39999998,919400,0.31630530539240564,8
1997,5,AECI,409235.00000000006,2500,744,0.2200188172043011,1,223631247.89999998,919400,0.32693020913007775,8
1997,6,AECI,413329.99999999994,2500,720,0.22962777777777774,1,133134109.79999998,919400,0.20111864893771297,8
1997,7,AECI,429879.99999999994,2500,744,0.23111827956989242,1,179639028.3,919400,0.2626172578364572,8
1997,8,AECI,385069.99999999994,2500,744,0.20702688172043004,1,136027600.9,919400,0.1988609929395281,8
1997,9,AECI,342557.4999999999,2500,720,0.19030972222222214,1,176280224,919400,0.2662971986561284,8
1997,10,AECI,319510.00000000006,2500,744,0.17177956989247314,1,252026556.9,919400,0.3684417796143348,8
1997,11,AECI,255429.99999999997,2500,720,0.14190555555555553,1,210192540.79999995,919400,0.3175267396611316,8
1997,12,AECI,233752.50000000006,2500,744,0.12567338709677423,1,208990883.39999998,919400,0.3055272188383728,8
1998,1,AECI,224526.7833109015,5000,744,0.06035666218034986,1,494206021.3049797,1838800,0.36124396616261223,8
1998,2,AECI,255777.50000000003,2500,672,0.1522485119047619,1,171089646,919400,0.2769172150315423,8
1998,3,AECI,313724.99999999994,2500,744,0.16866935483870965,1,271224776.7,919400,0.39650797373111496,8
1998,4,AECI,363707.50000000006,2500,720,0.20205972222222227,1,232505710.5,919400,0.3512340634290479,8
1998,5,AECI,435772.5,2500,744,0.23428629032258064,1,189352760.7,919400,0.276817923417797,8
1998,6,AECI,414567.5,2500,720,0.23031527777777777,1,221788443.59999996,919400,0.3350440559060256,8
1998,7,AECI,372422.49999999994,2500,744,0.20022715053763437,1,119583308.10000002,919400,0.17482081011809952,8
1998,8,AECI,404732.49999999994,2500,744,0.21759811827956985,1,138340081.8,919400,0.20224164690155574,8
1998,9,AECI,346357.50000000006,2500,720,0.19242083333333337,1,151667008.49999997,919400,0.2291153175077949,8
1998,10,AECI,328057.49999999994,2500,744,0.17637499999999998,1,221276684.5,919400,0.32348803406733234,8
1998,11,AECI,253340.00000000023,2500,720,0.1407444444444446,1,231747663.2,919400,0.35008892151886495,8
1998,12,AECI,257720.00000000006,2500,744,0.13855913978494627,1,204802228,919400,0.29940375443545464,8
1999,1,AECI,233561.42664872165,5000,744,0.06278532974428001,1,262151914.52382237,1838800,0.1916221034491744,8
1999,2,AECI,270002.5,2500,672,0.16071577380952382,1,230054143.5,919400,0.3723542260674663,8
1999,3,AECI,359147.5,2500,744,0.19309005376344085,1,237689128.2,919400,0.3474816561642586,8
1999,4,AECI,322732.5,2500,720,0.17929583333333332,1,248549785.6,919400,0.37547099799386074,8
1999,5,AECI,370917.50000000006,2500,744,0.1994180107526882,1,220351743.5,919400,0.3221358475665523,8
1999,6,AECI,372502.5000000001,2500,720,0.20694583333333338,1,168600394.5,919400,0.25469568695163514,8
1999,7,AECI,425217.49999999994,2500,744,0.22861155913978493,1,197281524.4,919400,0.28840911382130935,8
1999,8,AECI,415167.5,2500,744,0.22320833333333334,1,154382476.6,919400,0.22569428840922431,8
1999,9,AECI,341209.99999999994,2500,720,0.1895611111111111,1,186008487.6,919400,0.28099317127111884,8
1999,10,AECI,371667.50000000006,2500,744,0.19982123655913983,1,217206094.2,919400,0.3175371709810746,8
1999,11,AECI,312720,2500,720,0.17373333333333332,1,232210989.3,919400,0.3507888437205424,8
1999,12,AECI,270447.5,2500,744,0.14540188172043012,1,237662941.10000002,919400,0.3474433728109263,8
2000,1,AECI,308524.68371467013,5000,744,0.08293674293405111,1,574871955.4594885,1838800,0.42020739584977146,8
2000,2,AECI,305707.5,2500,696,0.17569396551724137,1,240589512.59999996,919400,0.375978450151148,8
2000,3,AECI,357849.99999999994,2500,744,0.19239247311827956,1,222417758.7,919400,0.3251561892573698,8
2000,4,AECI,413417.50000000006,2500,720,0.22967638888888892,1,223413178.4,919400,0.33749845672298356,8
2000,5,AECI,391832.5,2500,744,0.21066263440860217,1,220502764.1,919400,0.3223566270721204,8
2000,6,AECI,358507.49999999994,2500,720,0.19917083333333327,1,201203888.29999998,919400,0.30394805836535904,8
2000,7,AECI,410487.50000000006,2500,744,0.2206922043010753,1,155232500.50000003,919400,0.22693695236608266,8
2000,8,AECI,403007.5,2500,744,0.21667069892473118,1,204802524.5,919400,0.2994041878936941,8
2000,9,AECI,366897.5,2500,720,0.2038319444444444,1,230926483.8,919400,0.34884840928866656,8
2000,10,AECI,298022.4999999998,2500,744,0.1602271505376343,1,216392912.7,919400,0.3163483675363315,8
2000,11,AECI,278552.5,2500,720,0.1547513888888889,1,203900617,919400,0.30802186359461486,8
2000,12,AECI,290237.49999999994,2500,744,0.15604166666666663,1,253847023.09999996,919400,0.3711031491727891,8
2001,1,AECI,290748.29071332444,5000,744,0.07815814266487217,1,534571256.2530283,1838800,0.390749267472408,8
2001,2,AECI,244449.99999999994,2500,672,0.14550595238095235,1,230590313.39999998,919400,0.37322204407377474,8
2001,3,AECI,378672.5,2500,744,0.20358736559139784,1,163848341,919400,0.23953259167385932,8
2001,4,AECI,396259.9999999997,2500,720,0.22014444444444428,1,260587764.9,919400,0.3936561357950838,8
2001,5,AECI,409837.49999999994,2500,744,0.22034274193548384,1,256938940.1,919400,0.3756232736228162,8
2001,6,AECI,418400,2500,720,0.23244444444444445,1,190319316.6,919400,0.28750531234138205,8
2001,7,AECI,387954.99999999994,2500,744,0.2085779569892473,1,151403142,919400,0.22133875002631448,8
2001,8,AECI,403597.4999999999,2500,744,0.2169879032258064,1,139691733,919400,0.20421764808044518,8
2001,9,AECI,375330,2500,720,0.20851666666666668,1,152114170.3,919400,0.2297908211575182,8
2001,10,AECI,335135.00000000006,2500,744,0.18018010752688177,1,249223004.3,919400,0.36434321983598467,8
2001,11,AECI,283910.0000000001,2500,720,0.15772777777777786,1,242272548.9,919400,0.3659883089514901,8
