"HYDROGENERAL","Please don't change this row, otherwise this file may not be valid anymore!"
ScheduleMode: 1-UseGivenSchedule; 2-PeakShaving; 3-LoadFollowing
"Generator Name","CurveName","ScheduleMode","Multiplier","Capacity","Spillage","RampUpRate","RampDownRate","FOR","OutageDuration","ReserveContribution","Automatically_Calculate_K_and_p_Factors","Bank","ModelType"
"Milner_Hydro_1","None","3",.005862,"58.62",#FALSE#,"39.08","39.08","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Lower_Salmon_1","None","3",.0015,"15",#FALSE#,"10","10","0","1",".25",#TRUE#,#FALSE#,"NA"
"Hells_Canyon_1","None","3",.01305,"130.5",#FALSE#,"87","87","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Brownlee1","None","3",.00901,"90.1",#FALSE#,"60.07","60.07","0","1",".2",#TRUE#,#FALSE#,"NA"
"AndersonRanch1","None","3",.002,"20",#FALSE#,"13.33","13.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Bliss1","None","3",.0025,"25",#FALSE#,"16.67","16.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Rainbow9","None","3",.006,"60",#FALSE#,"40","40","0","1",".5",#TRUE#,#FALSE#,"NA"
"AGWishon2","HY_SanJoachinWishon_2028[09]","3",.00056,"5.6",#TRUE#,"3.73","3.73","0","1",".25",#TRUE#,#FALSE#,"NA"
"AGWishon3","HY_SanJoachinWishon_2028[09]","3",.00056,"5.6",#TRUE#,"3.73","3.73","0","1",".25",#TRUE#,#FALSE#,"NA"
"AGWishon4","HY_SanJoachinWishon_2028[09]","3",.00056,"5.6",#TRUE#,"3.73","3.73","0","1",".25",#TRUE#,#FALSE#,"NA"
"AlbeniFalls2","HY_AlbeniFalls_2028[09]","3",.00142,"14.2",#FALSE#,"9.47","9.47","0","1",".3333",#TRUE#,#FALSE#,"NA"
"AlbeniFalls3","HY_AlbeniFalls_2028[09]","3",.00142,"14.2",#FALSE#,"9.47","9.47","0","1",".3333",#TRUE#,#FALSE#,"NA"
"AndersonRanch2","None","3",.002,"20",#FALSE#,"13.33","13.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"BarberDamGEN1","None","3",.00041,"4.1",#FALSE#,"2.73","2.73","0","1",".5",#TRUE#,#FALSE#,"NA"
"BigCreek12","None","3",.00157,"15.7",#TRUE#,"10.47","10.47","0","1",".25",#TRUE#,#FALSE#,"NA"
"BigCreek13","None","3",.00216,"21.6",#TRUE#,"14.4","14.4","0","1",".25",#TRUE#,#FALSE#,"NA"
"BigCreek14","None","3",.00312,"31.2",#TRUE#,"20.8","20.8","0","1",".25",#TRUE#,#FALSE#,"NA"
"BigCreek24","None","3",.00157,"15.7",#TRUE#,"10.47","10.47","0","1",".25",#TRUE#,#FALSE#,"NA"
"BigCreek25","None","3",.00175,"17.5",#TRUE#,"11.67","11.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"BigCreek26","None","3",.00175,"17.5",#TRUE#,"11.67","11.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"BigCreek2A2","None","3",.00185,"18.5",#TRUE#,"36.67","36.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"BigCreek32","None","3",.0034,"34",#TRUE#,"22.67","22.67","0","1",".2",#TRUE#,#FALSE#,"NA"
"BigCreek33","None","3",.0034,"34",#TRUE#,"22.67","22.67","0","1",".2",#TRUE#,#FALSE#,"NA"
"BigCreek34","None","3",.0036,"36",#TRUE#,"24","24","0","1",".2",#TRUE#,#FALSE#,"NA"
"BigCreek35","None","3",.00364,"36.4",#TRUE#,"24.27","24.27","0","1",".2",#TRUE#,#FALSE#,"NA"
"BigCreek42","None","3",.005,"50",#TRUE#,"33.33","33.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"BigCreek82","None","3",.0045,"45",#TRUE#,"30","30","0","1",".5",#TRUE#,#FALSE#,"NA"
"Bighorn_2","None","3",.006,"60",#FALSE#,"40","40","0","1",".5",#TRUE#,#FALSE#,"NA"
"BigSilver4","None","3",.00058,"5.8",#FALSE#,"3.87","3.87","0","1",".25",#TRUE#,#FALSE#,"NA"
"BishopCreek21","HY_BishopCreek_2028[05]","3",.00133,"13.3",#TRUE#,"8.866667","8.866667","0","1",".3333",#TRUE#,#FALSE#,"NA"
"BishopCreek31","HY_BishopCreek_2028[05]","3",.00159,"15.9",#TRUE#,"10.6","10.6","0","1",".3333",#TRUE#,#FALSE#,"NA"
"BlackCanyon2","None","3",.0006,"6",#FALSE#,"4","4","0","1",".25",#TRUE#,#FALSE#,"NA"
"BlackCreek","None","3",.00037,"3.7",#FALSE#,"2.47","2.47","0","1",".5",#TRUE#,#FALSE#,"NA"
"BlindCanyon","None","3",.001,"10",#FALSE#,"6.666667","6.666667","0","1",".5",#TRUE#,#FALSE#,"NA"
"Bliss2","None","3",.0025,"25",#FALSE#,"16.67","16.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Bliss3","None","3",.0025,"25",#FALSE#,"16.67","16.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"BoiseRDiversion1A","None","3",.00011,"1.1",#FALSE#,".73",".73","0","1",".3333",#FALSE#,#FALSE#,"NA"
"BoiseRDiversion2A","None","3",.00011,"1.1",#FALSE#,".73",".73","0","1",".3333",#FALSE#,#FALSE#,"NA"
"BoiseRDiversion3A","None","3",.00011,"1.1",#FALSE#,".73",".73","0","1",".3333",#FALSE#,#FALSE#,"NA"
"Borel1","HY_BishopCreek_2028[05]","3",.001,"10",#TRUE#,"6.666667","6.666667","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Boundary52","None","3",.01615,"161.5",#FALSE#,"107.67","107.67","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Boundary53","None","3",.01584,"158.4",#FALSE#,"105.6","105.6","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Boundary54","None","3",.01615,"161.5",#FALSE#,"107.67","107.67","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Boundary55","None","3",.02,"200",#FALSE#,"133.33","133.33","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Boundary56","None","3",.02,"200",#FALSE#,"133.33","133.33","0","1",".1667",#TRUE#,#FALSE#,"NA"
"BoxCanyonAVA2","None","3",.00225,"22.5",#FALSE#,"15","15","0","1",".25",#TRUE#,#FALSE#,"NA"
"BoxCanyonAVA3","None","3",.00225,"22.5",#FALSE#,"15","15","0","1",".25",#TRUE#,#FALSE#,"NA"
"BoxCanyonAVA4","None","3",.001725,"17.25",#FALSE#,"11.5","11.5","0","1",".25",#TRUE#,#FALSE#,"NA"
"BoxCanyonID","HY_Generic_2028[Keswick09]","1",.000056,".56",#FALSE#,".37",".37","0","1",".5",#TRUE#,#FALSE#,"NA"
"BrazeauHydro2","None","3",.02,"200",#FALSE#,"133.33","133.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Brownlee2","None","3",.00901,"90.1",#FALSE#,"60.07","60.07","0","1",".2",#TRUE#,#FALSE#,"NA"
"Brownlee3","None","3",.00901,"90.1",#FALSE#,"60.07","60.07","0","1",".2",#TRUE#,#FALSE#,"NA"
"Brownlee4","None","3",.00901,"90.1",#FALSE#,"60.07","60.07","0","1",".2",#TRUE#,#FALSE#,"NA"
"Brownlee5","None","3",.0225,"225",#FALSE#,"150","150","0","1",".2",#TRUE#,#FALSE#,"NA"
"Bypass_GEN1","None","3",7.5,"7.5",#FALSE#,"2.21","2.21","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Camanche_2","HY_MokelumneRiver_2028[09]","3",.000333,"3.33",#TRUE#,"2.22","2.22","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Camanche_3","HY_MokelumneRiver_2028[09]","3",.000333,"3.33",#FALSE#,"2.22","2.22","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Canyon_Ferry_2","HY_CanyonFerry_2028[05]","3",.00166,"16.6",#FALSE#,"11.07","11.07","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Canyon_Ferry_3","HY_CanyonFerry_2028[05]","3",.00166,"16.6",#FALSE#,"11.07","11.07","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Carmen_Smith_2","None","3",.00522,"52.2",#FALSE#,"34.8","34.8","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Carmen_Smith_3","None","3",.00099,"9.9",#FALSE#,"6.6","6.6","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Cascade_ID_1","None","3",.00062,"6.2",#FALSE#,"4.13","4.13","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cascade_ID_2","None","3",.00062,"6.2",#FALSE#,"4.13","4.13","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cedar_Draw_1","HY_Generic_2028[Keswick09]","1",.00023,"2.3",#FALSE#,"1.53","1.53","0","1",".5",#TRUE#,#FALSE#,"NA"
"Coleman_1","HY_BattleRiver_2028[09]","3",.0013,"13",#FALSE#,"8.67","8.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Copco_2_2","None","3",.00135,"13.5",#FALSE#,"9","9","0","1",".5",#FALSE#,#FALSE#,"NA"
"Cougar_2","HY_Cougar_2028[09]","3",.0014,"14",#FALSE#,"9.33","9.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Cowlitz_Falls2","None","3",.0035,"35",#FALSE#,"23.33","23.33","0","1",".5",#FALSE#,#FALSE#,"NA"
"Cypress_Creek_1","None","3",2.8,"2.8",#FALSE#,"1.89","1.89","0","1",".5",#TRUE#,#FALSE#,"NA"
"DevilCanyon2","HY_DevilCnyn_2028[09]","3",.006,"60",#FALSE#,"40","40","0","1",".25",#TRUE#,#FALSE#,"NA"
"DevilCanyon3","HY_DevilCnyn_2028[09]","3",.008,"80",#FALSE#,"53.33","53.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"DevilCanyon4","HY_DevilCnyn_2028[09]","3",.008,"80",#FALSE#,"53.33","53.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Dickson_Dam2","None","3",.00056,"5.6",#FALSE#,"3.73","3.73","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Dickson_Dam3","None","3",.00056,"5.6",#FALSE#,"3.73","3.73","0","1",".3333",#TRUE#,#FALSE#,"NA"
"DoranTaylor1","None","3",.00056,"5.6",#FALSE#,"1.87","1.87","0","1",".5",#TRUE#,#FALSE#,"NA"
"Dworshak_2","HY_Dworshk_2028[05]","3",.009,"90",#FALSE#,"60","60","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Dworshak_3","HY_Dworshk_2028[05]","3",.022,"220",#FALSE#,"146.67","146.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"EchoDam1","None","3",11.5,"11.5",#FALSE#,"7.666667","7.666667","0","1",".3333",#TRUE#,#FALSE#,"NA"
"EsquatzelCanal","None","3",.00011,"1.1",#FALSE#,".73",".73","0","1",".5",#FALSE#,#FALSE#,"NA"
"Etiwanda_Hydro","HY_Generic_2028[Keswick09]","1",.0024,"24",#FALSE#,"16","16","0","1",".5",#TRUE#,#FALSE#,"NA"
"Faraday_2","None","3",.00031,"3.1",#FALSE#,"2.07","2.07","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Faraday_3","None","3",.00027,"2.7",#FALSE#,"1.8","1.8","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Faraday_4","None","3",.00045,"4.5",#FALSE#,"3","3","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Faraday_5","None","3",.0004,"4",#FALSE#,"2.67","2.67","0","1",".1667",#FALSE#,#FALSE#,"NA"
"Faraday_6","None","3",.00192,"30",#FALSE#,"12.8","12.8","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Foothill_LA","HY_Generic_2028[Keswick09]","1",.0011,"11",#FALSE#,"7.33","7.33","0","1",".5",#FALSE#,#FALSE#,"NA"
"FortPeck3","HY_FtPeck_2028[05]","3",.00435,"43.5",#FALSE#,"29","29","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Foster_2","HY_Foster_2028[09]","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"FriantFR1","HY_SanJoachinWishon_2028[09]","3",.002026,"20.26",#FALSE#,"13.51","13.51","0","1",".25",#TRUE#,#FALSE#,"NA"
"FriantM1","HY_SanJoachinWishon_2028[09]","3",.001079,"10.79",#FALSE#,"7.19","7.19","0","1",".25",#TRUE#,#FALSE#,"NA"
"FriantRO1","HY_SanJoachinWishon_2028[09]","3",.000264,"2.64",#FALSE#,"1.76","1.76","0","1",".25",#TRUE#,#FALSE#,"NA"
"Quinten Luallen","HY_SanJoachinWishon_2028[09]","1",.00069,"6.9",#TRUE#,"4.6","4.6","0","1",".25",#FALSE#,#FALSE#,"NA"
"GordonMShrum02","None","3",.0305,"305",#FALSE#,"203.33","203.33","0","1",".15",#FALSE#,#FALSE#,"NA"
"GordonMShrum03","None","3",.02613,"261.3",#FALSE#,"203.33","203.33","0","1",".15",#FALSE#,#FALSE#,"NA"
"GordonMShrum04","None","3",.0305,"305",#FALSE#,"203.33","203.33","0","1",".15",#FALSE#,#FALSE#,"NA"
"GordonMShrum05","None","3",.0305,"305",#FALSE#,"203.33","203.33","0","1",".15",#FALSE#,#FALSE#,"NA"
"GordonMShrum06","None","3",.0305,"305",#FALSE#,"203.33","203.33","0","1",".15",#FALSE#,#FALSE#,"NA"
"GordonMShrum07","None","3",.0305,"305",#FALSE#,"203.33","203.33","0","1",".15",#FALSE#,#FALSE#,"NA"
"GordonMShrum08","None","3",.0305,"305",#FALSE#,"203.33","203.33","0","1",".15",#FALSE#,#FALSE#,"NA"
"GordonMShrum09","None","3",.0305,"305",#FALSE#,"203.33","203.33","0","1",".15",#FALSE#,#FALSE#,"NA"
"GordonMShrum10","None","3",.0305,"305",#FALSE#,"203.33","203.33","0","1",".15",#FALSE#,#FALSE#,"NA"
"Green_Peter_2","HY_GreenPet_2028[05]","3",.004,"40",#FALSE#,"26.67","26.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"H_M_Jackson_2","None","3",.00475,"47.5",#FALSE#,"31.67","31.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"H_M_Jackson_3","None","3",.00084,"8.4",#FALSE#,"5.6","5.6","0","1",".25",#TRUE#,#FALSE#,"NA"
"H_M_Jackson_4","None","3",.00084,"8.4",#FALSE#,"5.6","5.6","0","1",".25",#TRUE#,#FALSE#,"NA"
"HamiltonBranch1","HY_NFeatherCaribou_2028[09]","3",.00024,"2.4",#FALSE#,"1.6","1.6","0","1",".5",#TRUE#,#FALSE#,"NA"
"HamiltonBranch2","HY_NFeatherCaribou_2028[09]","3",.00024,"2.4",#FALSE#,"1.6","1.6","0","1",".5",#TRUE#,#FALSE#,"NA"
"Hazelton_B1","None","3",.00065,"6.5",#FALSE#,"2.53","2.53","0","1",".5",#TRUE#,#FALSE#,"NA"
"Hell_Hole","HY_MiddleForkYuba_2028[05]","1",.00005,".5",#FALSE#,".33",".33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Hells_Canyon_2","None","3",.01305,"130.5",#FALSE#,"87","87","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Hells_Canyon_3","None","3",.01305,"130.5",#FALSE#,"87","87","0","1",".3333",#TRUE#,#FALSE#,"NA"
"HillsCreek2","HY_HillsCrk_2028[09]","3",.0015,"15",#FALSE#,"10","10","0","1",".5",#TRUE#,#FALSE#,"NA"
"HorseshoBendHY1","None","3",9,"9",#FALSE#,"3.17","3.17","0","1",".5",#TRUE#,#FALSE#,"NA"
"Hungry_Horse_2","HY_HungryH_2028[09]","3",.0107,"107",#FALSE#,"71.33","71.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Hungry_Horse_3","HY_HungryH_2028[09]","3",.0107,"107",#FALSE#,"71.33","71.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Hungry_Horse_4","HY_HungryH_2028[09]","3",.0107,"107",#FALSE#,"71.33","71.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"HutchinsnCreek1","None","3",.0001,"1",#FALSE#,".67",".67","0","1",".5",#FALSE#,#FALSE#,"NA"
"Inskip_1","HY_BattleRiver_2028[09]","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"JohnHart1_Exp","None","3",.0046,"46",#FALSE#,"30.67","30.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"JohnHart2_Exp","None","3",.0046,"46",#FALSE#,"30.67","30.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"JohnHart3_Exp","None","3",.0046,"46",#FALSE#,"30.67","30.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Kaweah1","None","3",.0009,"9",#FALSE#,"6","6","0","1",".5",#TRUE#,#FALSE#,"NA"
"Kekawaka","HY_EelRiver_2028[09]","3",.0006,"6",#FALSE#,"4","4","0","1",".5",#TRUE#,#FALSE#,"NA"
"KernRiver12","HY_KernRvr1_2028[09]","3",.00064,"6.4",#FALSE#,"4.27","4.27","0","1",".25",#TRUE#,#FALSE#,"NA"
"KernRiver13","HY_KernRvr1_2028[09]","3",.00064,"6.4",#FALSE#,"4.27","4.27","0","1",".25",#TRUE#,#FALSE#,"NA"
"KernRiver14","HY_KernRvr1_2028[09]","3",.00064,"6.4",#FALSE#,"4.27","4.27","0","1",".25",#TRUE#,#FALSE#,"NA"
"Kilarc_1","HY_BattleRiver_2028[09]","3",.00016,"1.6",#FALSE#,"1.07","1.07","0","1",".5",#TRUE#,#FALSE#,"NA"
"LaGrande_2","None","3",.0006,"6",#FALSE#,"4","4","0","1",".2",#TRUE#,#FALSE#,"NA"
"LaGrande_3","None","3",.0006,"6",#FALSE#,"4","4","0","1",".2",#TRUE#,#FALSE#,"NA"
"LaGrande_4","None","3",.0006,"6",#FALSE#,"4","4","0","1",".2",#TRUE#,#FALSE#,"NA"
"LaGrande_5","None","3",.004,"41",#FALSE#,"26.67","26.67","0","1",".2",#TRUE#,#FALSE#,"NA"
"LakeCreek_BPA1","HY_Generic_2028[Keswick09]","1",.0003,"3",#FALSE#,".67",".67","0","1",".5",#TRUE#,#FALSE#,"NA"
"LakeCreek_BPA2","HY_Generic_2028[Keswick09]","1",.00035,"3.5",#FALSE#,"2.33","2.33","0","1",".5",#FALSE#,#FALSE#,"NA"
"Lewiston_1","HY_Generic_2028[Keswick09]","1",.00005,".5",#FALSE#,".33",".33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Libby_2","HY_Libby_2028[09]","3",.0105,"105",#FALSE#,"70","70","0","1",".2",#TRUE#,#FALSE#,"NA"
"Libby_3","HY_Libby_2028[09]","3",.0105,"105",#FALSE#,"70","70","0","1",".2",#TRUE#,#FALSE#,"NA"
"Libby_4","HY_Libby_2028[09]","3",.0105,"105",#FALSE#,"70","70","0","1",".2",#TRUE#,#FALSE#,"NA"
"Libby_5","HY_Libby_2028[09]","3",.0105,"105",#FALSE#,"70","70","0","1",".2",#TRUE#,#FALSE#,"NA"
"Little_Falls_2","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Little_Falls_3","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Little_Falls_4","None","3",.0008,"8",#FALSE#,"5.33","5.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"LittleWoodHydro","None","3",.000285,"2.85",#FALSE#,"1.9","1.9","0","1",".5",#FALSE#,#FALSE#,"NA"
"Long_Lake_2","None","3",.00175,"17.5",#FALSE#,"11.67","11.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Long_Lake_3","None","3",.00175,"17.5",#FALSE#,"11.67","11.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Long_Lake_4","None","3",.00175,"17.5",#FALSE#,"11.67","11.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Lookout_Point_2","HY_LooktPnt_2028[09]","3",.004,"40",#FALSE#,"26.67","26.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Lookout_Point_3","HY_LooktPnt_2028[09]","3",.004,"40",#FALSE#,"26.67","26.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"LostCreek_OR2","HY_LostCrk_2028[09]","3",.00245,"24.5",#FALSE#,"16.33","16.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Lower_Salmon_2","None","3",.0015,"15",#FALSE#,"10","10","0","1",".25",#TRUE#,#FALSE#,"NA"
"Lower_Salmon_3","None","3",.0015,"15",#FALSE#,"10","10","0","1",".25",#TRUE#,#FALSE#,"NA"
"Lower_Salmon_4","None","3",.0015,"15",#FALSE#,"10","10","0","1",".25",#TRUE#,#FALSE#,"NA"
"LowLineMidway1","HY_Generic_2028[Keswick09]","1",.00093,"9.3",#FALSE#,"6.2","6.2","0","1",".5",#TRUE#,#FALSE#,"NA"
"LowLineRapids","None","3",.000797,"7.97",#FALSE#,"5.31","5.31","0","1",".5",#TRUE#,#FALSE#,"NA"
"MagicDam1","None","3",10,"10",#FALSE#,"2","2","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Malad_River_1","HY_Generic_2028[Keswick09]","1",.000062,".62",#FALSE#,".41",".41","0","1",".5",#FALSE#,#FALSE#,"NA"
"McSwain_1","HY_MercedRiver_2028[09]","3",.001,"10",#TRUE#,"6.67","6.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"MichellButte","None","3",2,"2",#FALSE#,"1.39","1.39","0","1",".5",#TRUE#,#FALSE#,"NA"
"MillerCreek1","None","3",.001475,"14.75",#FALSE#,"9.83","9.83","0","1",".5",#TRUE#,#FALSE#,"NA"
"MillerCreek2","None","3",.00035,"3.5",#FALSE#,"9.83","9.83","0","1",".5",#TRUE#,#FALSE#,"NA"
"Milner_Hydro_2","None","3",.005862,"58.62",#FALSE#,"39.08","39.08","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Minidoka_7","None","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Minidoka_8","None","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Minidoka_9","None","3",.001,"10",#FALSE#,"6.67","6.67","0","1",".25",#TRUE#,#FALSE#,"NA"
"Mojave_Siphon_2","None","3",.00115,"11.5",#FALSE#,"7.67","7.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Mojave_Siphon_3","None","3",.00115,"11.5",#FALSE#,"7.67","7.67","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Monticello_2","HY_Monticlo_2028[09]","3",.000543,"5.43",#FALSE#,"3.62","3.62","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Monticello_3","HY_Monticlo_2028[09]","3",.000163,"1.63",#FALSE#,"1.09","1.09","0","1",".3333",#TRUE#,#FALSE#,"NA"
"MoraDrop","HY_Generic_2028[Keswick09]","1",.000185,"1.85",#FALSE#,"1.23","1.23","0","1",".5",#TRUE#,#FALSE#,"NA"
"Noxon_Rapids_1","None","3",.01139,"113.9",#FALSE#,"75.93","75.93","0","1",".2",#TRUE#,#FALSE#,"NA"
"Noxon_Rapids_2","None","3",.00768,"76.8",#FALSE#,"51.2","51.2","0","1",".2",#TRUE#,#FALSE#,"NA"
"Noxon_Rapids_3","None","3",.01139,"113.9",#FALSE#,"75.93","75.93","0","1",".2",#TRUE#,#FALSE#,"NA"
"Noxon_Rapids_4","None","3",.01138,"113.8",#FALSE#,"75.87","75.87","0","1",".2",#TRUE#,#FALSE#,"NA"
"Olsen_GEN1","HY_BattleRiver_2028[09]","3",.00058,"5.8",#FALSE#,"3.87","3.87","0","1",".5",#FALSE#,#FALSE#,"NA"
"Pardee_1","HY_MokelumneRiver_2028[09]","3",.000953,"9.533898",#TRUE#,"6.36","6.36","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Pardee_2","HY_MokelumneRiver_2028[09]","3",.000953,"9.533898",#TRUE#,"6.36","6.36","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Pardee_3","HY_MokelumneRiver_2028[09]","3",.001093,"10.93",#TRUE#,"7.29","7.29","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Pit_1_H2","HY_Pit1_2028[09]","3",.0032,"32",#TRUE#,"21.33","21.33","0","1",".5",#TRUE#,#FALSE#,"NA"
"Pit_3_H2","HY_Pit3_2028[09]","3",.00267,"26.7",#TRUE#,"17.8","17.8","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Pit_3_H3","HY_Pit3_2028[09]","3",.00267,"26.7",#TRUE#,"17.8","17.8","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Pit_4_2","None","3",.00517,"51.7",#TRUE#,"34.47","34.47","0","1",".5",#TRUE#,#FALSE#,"NA"
"Pit_5_H2","None","3",.0041,"41",#TRUE#,"27.33","27.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Pit_5_H3","None","3",.0041,"41",#TRUE#,"27.33","27.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Pit_5_H4","None","3",.0041,"41",#TRUE#,"27.33","27.33","0","1",".25",#TRUE#,#FALSE#,"NA"
"Pit_6_H2","None","3",.004,"40",#TRUE#,"26.67","26.67","0","1",".5",#TRUE#,#FALSE#,"NA"
"Pit_7_H2","None","3",.00546,"54.6",#TRUE#,"36.4","36.4","0","1",".5",#TRUE#,#FALSE#,"NA"
"Poole_1","HY_BishopCreek_2028[05]","3",.00109,"10.9",#TRUE#,"7.27","7.27","0","1",".5",#TRUE#,#FALSE#,"NA"
"Post_Falls_2","None","3",.00022,"2.2",#FALSE#,"1.47","1.47","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Post_Falls_3","None","3",.00022,"2.2",#FALSE#,"1.47","1.47","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Post_Falls_4","None","3",.00022,"2.2",#FALSE#,"1.47","1.47","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Post_Falls_5","None","3",.00022,"2.2",#FALSE#,"1.47","1.47","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Post_Falls_6","None","3",.00035,"3.5",#FALSE#,"2.33","2.33","0","1",".1667",#TRUE#,#FALSE#,"NA"
"Potter_Valley_1","HY_EelRiver_2028[09]","3",.000473,"4.73",#TRUE#,"3.15","3.15","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Potter_Valley_2","HY_EelRiver_2028[09]","3",.000215,"2.15",#TRUE#,"1.43","1.43","0","1",".3333",#TRUE#,#FALSE#,"NA"
"Potter_Valley_3","HY_EelRiver_2028[09]","3",.000322,"3.22",#TRUE#,"2.15","2.15","0","1",".3333",#TRUE#,#FALSE#,"NA"
"PtarmiganCreek2","None","3",.00012,"1.2",#FALSE#,"1.2","1.2","0","1",".5",#TRUE#,#FALSE#,"NA"
"Redlands","None","3",.00014,"1.4",#FALSE#,".9",".9","0","1",".5",#FALSE#,#FALSE#,"NA"
"Rim_View_1","HY_Generic_2028[Keswick09]","1",.00002,".2",#TRUE#,".13",".13","0","1",".5",#FALSE#,#FALSE#,"NA"
"RioBravo_Hydro1","HY_Kern_River_2028[05]","3",.00092,"9.2",#TRUE#,"6.13","6.13","0","1",".5",#TRUE#,#FALSE#,"NA"
"River_Mill_2","None","3",.00033,"5",#FALSE#,"2.2","2.2","0","1",".2",#TRUE#,#FALSE#,"NA"
"River_Mill_3","None","3",.00033,"5",#FALSE#,"2.2","2.2","0","1",".2",#TRUE#,#FALSE#,"NA"
"River_Mill_4","None","3",.00039,"5",#FALSE#,"2.6","2.6","0","1",".2",#TRUE#,#FALSE#,"NA"
"River_Mill_5","None","3",.0005,"5",#FALSE#,"3.33","3.33","0","1",".2",#TRUE#,#FALSE#,"NA"
