ba,year,month,hydro_gen_mwh,hydro_capacity,hours_in_month,hydro_num_sites,hydro_cf
PJM,2011,7,365409.81886999996,3307.5999999999985,744,79,0.14848900401015197
PJM,2011,8,430753.52791,3307.5999999999985,744,79,0.17504226495886965
PJM,2011,9,896649.2377399995,3307.5999999999985,720,79,0.37651051019705456
PJM,2011,10,658517.8442700002,3307.5999999999985,744,79,0.2675972395075469
PJM,2011,11,676959.1553999997,3307.5999999999985,720,79,0.2842608081892208
PJM,2011,12,1036140.0969100004,3307.5999999999985,744,79,0.42104892386563014
PJM,2012,1,1096197.62562,3307.5999999999985,744,79,0.44545407709615026
PJM,2012,2,980924.2518900001,3307.5999999999985,696,79,0.42610168252790875
PJM,2012,3,955620.66679,3307.5999999999985,744,79,0.38832881246042045
PJM,2012,4,703760.7180799998,3307.5999999999985,720,79,0.29551500839816724
PJM,2012,5,802540.3748,3307.5999999999985,744,79,0.32612265674881064
PJM,2012,6,636075.63344,3307.5999999999985,720,79,0.2670934755646929
PJM,2012,7,308125.35935000004,3307.5999999999985,744,79,0.12521072329594152
PJM,2012,8,365405.06132,3307.5999999999985,744,79,0.14848707071820264
PJM,2012,9,374202.34996000014,3307.5999999999985,720,79,0.15713069478037126
PJM,2012,10,440344.12840000016,3307.5999999999985,744,79,0.17893952945773645
PJM,2012,11,563051.0047100001,3307.5999999999985,720,79,0.23642982353351222
PJM,2012,12,778752.42766,3307.5999999999985,744,79,0.3164561168917594
PJM,2013,1,956808.0838600001,3307.5999999999985,744,79,0.3888113347380489
PJM,2013,2,1123434.6117800002,3307.5999999999985,672,79,0.5054352691078702
PJM,2013,3,1009020.4648700003,3307.5999999999985,744,79,0.4100285107765826
PJM,2013,4,920299.81228,3307.5999999999985,720,79,0.38644158414627605
PJM,2013,5,773164.5908900001,3307.5999999999985,744,79,0.3141854271792758
PJM,2013,6,841597.0825200005,3307.5999999999985,720,79,0.3533936500282182
PJM,2013,7,809281.85022,3307.5999999999985,744,79,0.3288621424412596
PJM,2013,8,466286.6558100001,3307.5999999999985,744,79,0.18948161086247128
PJM,2013,9,345281.2077000002,3307.5999999999985,720,79,0.14498646538779392
PJM,2013,10,376922.21919000003,3307.5999999999985,744,79,0.1531672167154628
PJM,2013,11,497814.70235,3307.5999999999985,720,79,0.20903655484926978
PJM,2013,12,916126.10684,3307.5999999999985,744,79,0.3722796874288867
PJM,2014,1,1037373.1885299998,3307.5999999999985,744,79,0.4215500065871432
PJM,2014,2,859948.0445800005,3307.5999999999985,672,79,0.38689218471060915
PJM,2014,3,1026420.8807799999,3307.5999999999985,744,79,0.417099394738673
PJM,2014,4,1199656.20117,3307.5999999999985,720,79,0.5037456670370261
PJM,2014,5,1096506.07727,3307.5999999999985,744,79,0.44557942041187015
PJM,2014,6,799804.1054299998,3307.5999999999985,720,79,0.33584442959228583
PJM,2014,7,502736.60553999996,3307.5999999999985,744,79,0.2042935191696023
PJM,2014,8,403550.4965199999,3307.5999999999985,744,79,0.16398796146574138
PJM,2014,9,291874.5919600001,3307.5999999999985,720,79,0.12256058100200222
PJM,2014,10,441460.12492999993,3307.5999999999985,744,79,0.17939302907559265
PJM,2014,11,405467.58191999997,3307.5999999999985,720,79,0.17025922703269245
PJM,2014,12,770798.46319,3307.5999999999985,744,79,0.313223920598472
PJM,2015,1,829036.2146800002,3307.5999999999985,744,79,0.33688958382909634
PJM,2015,2,704055.3081499998,3307.5999999999985,672,79,0.31675575989046156
PJM,2015,3,1082383.9706199996,3307.5999999999985,744,79,0.43984071980040756
PJM,2015,4,1187063.2911299996,3307.5999999999985,720,79,0.4984577988445802
PJM,2015,5,842174.3334499998,3307.5999999999985,744,79,0.3422284282442717
PJM,2015,6,852141.4561800001,3307.5999999999985,720,79,0.35782132067057704
PJM,2015,7,764247.2384999999,3307.5999999999985,744,79,0.3105617457497689
PJM,2015,8,422733.91594000004,3307.5999999999985,744,79,0.17178339195524947
PJM,2015,9,272266.35522,3307.5999999999985,720,79,0.11432691848570974
PJM,2015,10,438458.8604500001,3307.5999999999985,744,79,0.17817342645302392
PJM,2015,11,636323.8560500002,3307.5999999999985,720,79,0.2671977063135743
PJM,2015,12,826831.7033000003,3307.5999999999985,744,79,0.335993752129342
PJM,2016,1,908316.15609,3307.5999999999985,744,79,0.3691060129725677
PJM,2016,2,1320481.1233400009,3307.5999999999985,696,79,0.5736010984715805
PJM,2016,3,1224422.01559,3307.5999999999985,744,79,0.4975597156784247
PJM,2016,4,922890.3737700001,3307.5999999999985,720,79,0.38752938257094793
PJM,2016,5,860649.16305,3307.5999999999985,744,79,0.34973591409959093
PJM,2016,6,639375.5386899997,3307.5999999999985,720,79,0.2684791333637347
PJM,2016,7,412305.51593,3307.5999999999985,744,79,0.16754567679014257
PJM,2016,8,370275.33225,3307.5999999999985,744,79,0.15046616827472611
PJM,2016,9,206047.98362,3307.5999999999985,720,79,0.08652127071827849
PJM,2016,10,455075.64003999997,3307.5999999999985,744,79,0.1849258696654301
PJM,2016,11,388776.10727999994,3307.5999999999985,720,79,0.16325033730398683
PJM,2016,12,745724.5892499998,3307.5999999999985,744,79,0.3030348277614475
PJM,2017,1,956379.4274500002,3307.5999999999985,744,79,0.38863714466406485
PJM,2017,2,970366.97034,3307.5999999999985,672,79,0.43656985964683087
PJM,2017,3,1090819.44528,3307.5999999999985,744,79,0.44326858398448954
PJM,2017,4,1204747.9887100004,3307.5999999999985,720,79,0.5058837511883411
PJM,2017,5,1088340.24278,3307.5999999999985,744,79,0.44226112799684547
PJM,2017,6,934470.5116000002,3307.5999999999985,720,79,0.39239197924644953
PJM,2017,7,650604.02109,3307.5999999999985,744,79,0.2643813551464078
PJM,2017,8,497567.88941000006,3307.5999999999985,744,79,0.20219314454768245
PJM,2017,9,373273.0841799999,3307.5999999999985,720,79,0.15674048831143095
PJM,2017,10,376255.10710999987,3307.5999999999985,744,79,0.1528961270971578
PJM,2017,11,686529.3914200003,3307.5999999999985,720,79,0.28827943029353303
PJM,2017,12,610855.6900500002,3307.5999999999985,744,79,0.24822910695163453
PJM,2018,1,768099.7753600002,3307.5999999999985,744,79,0.31212727390941963
PJM,2018,2,1189520.77166,3307.5999999999985,672,79,0.5351675522803906
PJM,2018,3,1143524.86683,3307.5999999999985,744,79,0.4646861134206073
PJM,2018,4,1228192.8086199996,3307.5999999999985,720,79,0.515728427048481
PJM,2018,5,984694.2204000003,3307.5999999999985,744,79,0.40014322684023923
PJM,2018,6,830244.1201400001,3307.5999999999985,720,79,0.34862644622317646
PJM,2018,7,607320.6811600003,3307.5999999999985,744,79,0.24679261038767694
PJM,2018,8,823664.8908500002,3307.5999999999985,744,79,0.3347068769489169
PJM,2018,9,973382.9417900001,3307.5999999999985,720,79,0.4087316339600048
PJM,2018,10,1032896.4320600003,3307.5999999999985,744,79,0.4197308187188973
PJM,2018,11,1390416.4221199998,3307.5999999999985,720,79,0.5838474784167105
PJM,2018,12,1405868.6207899998,3307.5999999999985,744,79,0.571292889489927
PJM,2019,1,1339182.2535900006,3307.5999999999985,744,79,0.5441940220396628
PJM,2019,2,1356121.0206000006,3307.5999999999985,672,79,0.6101213063960926
PJM,2019,3,1254602.1294399998,3307.5999999999985,744,79,0.5098237951176633
PJM,2019,4,1160781.2396100005,3307.5999999999985,720,79,0.48742174571441566
PJM,2019,5,1194043.4456300002,3307.5999999999985,744,79,0.48521499103319593
PJM,2019,6,917254.6185199999,3307.5999999999985,720,79,0.3851628818310693
PJM,2019,7,689244.5353900001,3307.5999999999985,744,79,0.2800834276867418
