ba,year,month,hydro_gen_mwh,hydro_capacity,hours_in_month,hydro_num_sites,hydro_cf
CPLE,2011,1,44082.47556,227.99999999999997,744,8,0.259871224533107
CPLE,2011,2,43321.275089999996,227.99999999999997,672,8,0.28274641741071427
CPLE,2011,3,69664.62654,227.99999999999997,744,8,0.41068092423599323
CPLE,2011,4,75427.81773,227.99999999999997,720,8,0.4594774471856725
CPLE,2011,5,64095.0928,227.99999999999997,744,8,0.3778478871910961
CPLE,2011,6,45586.862759999996,227.99999999999997,720,8,0.2776977507309942
CPLE,2011,7,32303.878120000005,227.99999999999997,744,8,0.1904350483399359
CPLE,2011,8,14869.47774,227.99999999999997,744,8,0.08765726832201472
CPLE,2011,9,23605.22517,227.99999999999997,720,8,0.1437940129751462
CPLE,2011,10,22983.171479999997,227.99999999999997,744,8,0.1354884189303905
CPLE,2011,11,40895.980769999995,227.99999999999997,720,8,0.249122689875731
CPLE,2011,12,68431.94574,227.99999999999997,744,8,0.4034141302348614
CPLE,2012,1,80762.08866000001,227.99999999999997,744,8,0.4761017299801925
CPLE,2012,2,72358.04358000001,227.99999999999997,696,8,0.45597678198729596
CPLE,2012,3,65490.83837,227.99999999999997,744,8,0.38607596662186383
CPLE,2012,4,58834.296539999996,227.99999999999997,720,8,0.35839605592105267
CPLE,2012,5,56481.03514000001,227.99999999999997,744,8,0.3329621482974911
CPLE,2012,6,38106.29378,227.99999999999997,720,8,0.2321289825779727
CPLE,2012,7,40316.26336,227.99999999999997,744,8,0.23766897377853238
CPLE,2012,8,46946.74774,227.99999999999997,744,8,0.2767564359318997
CPLE,2012,9,36105.49419,227.99999999999997,720,8,0.2199408759137427
CPLE,2012,10,30248.778979999995,227.99999999999997,744,8,0.17832000436238443
CPLE,2012,11,33706.87055000001,227.99999999999997,720,8,0.20532937713206634
CPLE,2012,12,39815.364760000004,227.99999999999997,744,8,0.23471611936427095
CPLE,2013,1,69607.91366000002,227.99999999999997,744,8,0.4103465953357859
CPLE,2013,2,83735.15935,227.99999999999997,672,8,0.5465170696924604
CPLE,2013,3,79871.02007,227.99999999999997,744,8,0.4708487789450105
CPLE,2013,4,80034.74341000001,227.99999999999997,720,8,0.48754107827729054
CPLE,2013,5,87197.54986999999,227.99999999999997,744,8,0.5140395082885305
CPLE,2013,6,81411.74485,227.99999999999997,720,8,0.4959292449439572
CPLE,2013,7,106250.50921999999,227.99999999999997,744,8,0.6263588781597812
CPLE,2013,8,79310.20147999999,227.99999999999997,744,8,0.46754268935106585
CPLE,2013,9,55472.6599,227.99999999999997,720,8,0.33791824987816765
CPLE,2013,10,36682.476800000004,227.99999999999997,744,8,0.21624738728541792
CPLE,2013,11,40987.52536,227.99999999999997,720,8,0.24968034454191038
CPLE,2013,12,70030.61072,227.99999999999997,744,8,0.4128384427466516
CPLE,2014,1,82207.78521999999,227.99999999999997,744,8,0.48462427619788717
CPLE,2014,2,78095.54486,227.99999999999997,672,8,0.5097088088711361
CPLE,2014,3,73236.48065,227.99999999999997,744,8,0.4317374118680438
CPLE,2014,4,83667.16521000002,227.99999999999997,720,8,0.5096684040570177
CPLE,2014,5,71782.01381,227.99999999999997,744,8,0.42316316384880215
CPLE,2014,6,53174.351220000004,227.99999999999997,720,8,0.323917831505848
CPLE,2014,7,41971.18617,227.99999999999997,744,8,0.24742493261884554
CPLE,2014,8,40322.42021000001,227.99999999999997,744,8,0.23770526911196008
CPLE,2014,9,38761.927610000006,227.99999999999997,720,8,0.23612285337475641
CPLE,2014,10,39006.72432,227.99999999999997,744,8,0.22994909168081495
CPLE,2014,11,44937.772970000005,227.99999999999997,720,8,0.2737437437256336
CPLE,2014,12,51050.387630000005,227.99999999999997,744,8,0.30094786142944735
CPLE,2015,1,61490.52302999999,227.99999999999997,744,8,0.36249365113893606
CPLE,2015,2,57061.728110000004,227.99999999999997,672,8,0.37242669244726406
CPLE,2015,3,54832.79377,227.99999999999997,744,8,0.3232455773085267
CPLE,2015,4,56899.54989,227.99999999999997,720,8,0.3466103185307018
CPLE,2015,5,41097.21178,227.99999999999997,744,8,0.2422727538436144
CPLE,2015,6,35820.81232,227.99999999999997,720,8,0.21820670272904483
CPLE,2015,7,21473.93296,227.99999999999997,744,8,0.12659128560648936
CPLE,2015,8,11274.013619999998,227.99999999999997,744,8,0.06646159698641765
CPLE,2015,9,20360.69563,227.99999999999997,720,8,0.12402957864278752
CPLE,2015,10,66637.97753,227.99999999999997,744,8,0.3928384828923789
CPLE,2015,11,82551.73578000002,227.99999999999997,720,8,0.502873634137427
CPLE,2015,12,110509.66884,227.99999999999997,744,8,0.6514671102150539
CPLE,2016,1,103486.42352,227.99999999999997,744,8,0.6100642774948123
CPLE,2016,2,98851.21586,227.99999999999997,696,8,0.6229281096239162
CPLE,2016,3,65743.04218,227.99999999999997,744,8,0.3875627368656858
CPLE,2016,4,52593.73111,227.99999999999997,720,8,0.32038091563109167
CPLE,2016,5,32653.28967,227.99999999999997,744,8,0.19249486930531978
CPLE,2016,6,31811.40885,227.99999999999997,720,8,0.19378294864766082
CPLE,2016,7,33113.88626,227.99999999999997,744,8,0.19521013877098664
CPLE,2016,8,42232.52065,227.99999999999997,744,8,0.2489655292043954
CPLE,2016,9,20210.2361,227.99999999999997,720,8,0.12311303667153997
CPLE,2016,10,17800.13998,227.99999999999997,744,8,0.10493385670156574
CPLE,2016,11,13171.30152,227.99999999999997,720,8,0.08023453654970762
CPLE,2016,12,30261.986439999997,227.99999999999997,744,8,0.17839786384644407
CPLE,2017,1,38493.518449999996,227.99999999999997,744,8,0.22692368450528203
CPLE,2017,2,35114.41788,227.99999999999997,672,8,0.2291824475250627
CPLE,2017,3,29037.715509999998,227.99999999999997,744,8,0.17118064698877572
CPLE,2017,4,68880.82830000001,227.99999999999997,720,8,0.41959568896198846
CPLE,2017,5,78727.38052999998,227.99999999999997,744,8,0.4641068933338049
CPLE,2017,6,66843.10695,227.99999999999997,720,8,0.4071826690423977
CPLE,2017,7,23765.043880000005,227.99999999999997,744,8,0.14009764596302587
CPLE,2017,8,33086.9245,227.99999999999997,744,8,0.1950511961186569
CPLE,2017,9,31816.99656,227.99999999999997,720,8,0.19381698684210527
CPLE,2017,10,32964.747050000005,227.99999999999997,744,8,0.1943309461068667
CPLE,2017,11,41321.65263,227.99999999999997,720,8,0.2517157202119883
CPLE,2017,12,38926.54402,227.99999999999997,744,8,0.22947641966138468
CPLE,2018,1,39994.98559,227.99999999999997,744,8,0.23577500465714019
CPLE,2018,2,60255.79213999999,227.99999999999997,672,8,0.3932734971543442
CPLE,2018,3,66734.82098,227.99999999999997,744,8,0.3934093860828146
CPLE,2018,4,59418.43843,227.99999999999997,720,8,0.36195442513401566
CPLE,2018,5,71557.77186000001,227.99999999999997,744,8,0.42184123196095086
CPLE,2018,6,77999.82744,227.99999999999997,720,8,0.4751451476608187
CPLE,2018,7,47266.136750000005,227.99999999999997,744,8,0.27863927059752885
CPLE,2018,8,57591.49656,227.99999999999997,744,8,0.3395084451046973
CPLE,2018,9,68953.52606,227.99999999999997,720,8,0.4200385359405459
CPLE,2018,10,64792.62398999999,227.99999999999997,744,8,0.3819599131649689
CPLE,2018,11,89136.56365999999,227.99999999999997,720,8,0.5429858897417154
CPLE,2018,12,100221.47025,227.99999999999997,744,8,0.5908170053409735
CPLE,2019,1,104573.38400000002,227.99999999999997,744,8,0.6164720335785703
CPLE,2019,2,112960.58437000001,227.99999999999997,672,8,0.7372636302344404
CPLE,2019,3,90927.49526000001,227.99999999999997,744,8,0.5360279620590456
CPLE,2019,4,72316.677,227.99999999999997,720,8,0.4405255665204679
CPLE,2019,5,76793.01403,227.99999999999997,744,8,0.4527035820481985
CPLE,2019,6,57893.16427999999,227.99999999999997,720,8,0.35266303776803115
CPLE,2019,7,47075.84345,227.99999999999997,744,8,0.27751746987596687
CPLE,2019,8,38048.442670000004,227.99999999999997,744,8,0.2242999119859461
CPLE,2019,9,21843.221660000003,227.99999999999997,720,8,0.133060560794347
CPLE,2019,10,30666.468309999997,227.99999999999997,744,8,0.18078233063337107
CPLE,2019,11,38858.16371,227.99999999999997,720,8,0.23670908692738793
CPLE,2019,12,66347.88952,227.99999999999997,744,8,0.39112838096585556
DOPD,1982,1,321454.38719,774,744,1,0.5582200883380567
DOPD,1982,2,332456.33393,774,672,1,0.6391817666612835
DOPD,1982,3,329947.56308,774,744,1,0.5729688725653636
DOPD,1982,4,348218.47497,774,720,1,0.6248537090331611
DOPD,1982,5,429453.76359,774,744,1,0.7457658921501209
DOPD,1982,6,457659.65239,774,720,1,0.821238250771605
DOPD,1982,7,435218.11769,774,744,1,0.7557759538669389
DOPD,1982,8,367237.39854,774,744,1,0.6377243591106111
DOPD,1982,9,238942.13802,774,720,1,0.42876496199397074
DOPD,1982,10,220682.27878,774,744,1,0.3832247624058792
DOPD,1982,11,276033.30378,774,720,1,0.4953224658699397
DOPD,1982,12,353801.53866,774,744,1,0.6143923804909561
DOPD,1983,1,386123.70023,774,744,1,0.6705212765517768
DOPD,1983,2,324916.50173,774,672,1,0.6246856576265843
DOPD,1983,3,347922.76992,774,744,1,0.6041836325748103
DOPD,1983,4,380683.89348,774,720,1,0.6831106328596038
DOPD,1983,5,416627.85729,774,744,1,0.7234931255209636
DOPD,1983,6,435632.08061,774,720,1,0.7817113131818835
DOPD,1983,7,401267.42523,774,744,1,0.6968190402288071
DOPD,1983,8,359773.18843,774,744,1,0.624762420518324
DOPD,1983,9,257134.14371,774,720,1,0.46140924438343384
DOPD,1983,10,252312.08803,774,744,1,0.43815135733586175
DOPD,1983,11,312649.67886,774,720,1,0.5610279910637381
DOPD,1983,12,355815.86815,774,744,1,0.6178903547935595
DOPD,1984,1,357922.37157,774,744,1,0.6215483932962408
DOPD,1984,2,329583.33649,774,696,1,0.6118078508605839
DOPD,1984,3,339512.82546,774,744,1,0.5895793834917062
DOPD,1984,4,362757.87265,774,720,1,0.650943641706144
DOPD,1984,5,400046.533,774,744,1,0.694698905629185
DOPD,1984,6,454705.43073,774,720,1,0.8159371065353145
DOPD,1984,7,400111.78895,774,744,1,0.6948122255390237
DOPD,1984,8,357392.30996,774,744,1,0.6206279173265539
DOPD,1984,9,231420.03248,774,720,1,0.41526706948033304
DOPD,1984,10,239859.77313,774,744,1,0.4165273490768525
DOPD,1984,11,273363.45159,774,720,1,0.49053160276701124
DOPD,1984,12,322075.82851,774,744,1,0.559299249308855
DOPD,1985,1,360725.04828,774,744,1,0.6264153682170542
DOPD,1985,2,313580.65532,774,672,1,0.6028913177525533
DOPD,1985,3,305100.62222,774,744,1,0.529821035501931
DOPD,1985,4,351642.707,774,720,1,0.6309982540195235
DOPD,1985,5,394381.07484,774,744,1,0.6848605811869635
DOPD,1985,6,416102.13928,774,720,1,0.7466661988228539
DOPD,1985,7,305080.93095,774,744,1,0.5297868407205969
DOPD,1985,8,293753.46776,774,744,1,0.5101161883526437
DOPD,1985,9,217620.28379,774,720,1,0.39050438521030717
DOPD,1985,10,288073.95906,774,744,1,0.5002534645119614
DOPD,1985,11,355277.95013,774,720,1,0.6375214436728395
DOPD,1985,12,361494.26552,774,744,1,0.6277511487594121
DOPD,1986,1,356102.25839,774,744,1,0.6183876844037397
DOPD,1986,2,278369.02995,774,672,1,0.5351933177025655
DOPD,1986,3,351951.42974,774,744,1,0.6111795826387152
DOPD,1986,4,353763.57566,774,720,1,0.6348040045578524
DOPD,1986,5,441081.70227,774,744,1,0.7659583338022006
DOPD,1986,6,428944.13567,774,720,1,0.7697102635479472
DOPD,1986,7,344772.95973,774,744,1,0.5987138446590814
DOPD,1986,8,294416.25344,774,744,1,0.5112671456753077
DOPD,1986,9,181410.92375,774,720,1,0.3255292200509618
DOPD,1986,10,230796.98903,774,744,1,0.40078941441957705
DOPD,1986,11,272145.99578,774,720,1,0.4883469634295148
DOPD,1986,12,341744.76115,774,744,1,0.5934552408067294
DOPD,1987,1,330971.94948,774,744,1,0.5747477658998082
DOPD,1987,2,317478.2981,774,672,1,0.6103849400532178
DOPD,1987,3,309938.33239,774,744,1,0.5382219381060542
DOPD,1987,4,344717.41862,774,720,1,0.6185713081754235
DOPD,1987,5,380447.72748,774,744,1,0.660664693048262
DOPD,1987,6,390294.80058,774,720,1,0.7003567337424633
DOPD,1987,7,337601.47964,774,744,1,0.5862602449918034
DOPD,1987,8,277664.83895,774,744,1,0.482177556455086
DOPD,1987,9,185277.43389,774,720,1,0.3324674021856158
DOPD,1987,10,217742.2679,774,744,1,0.37811930048484343
DOPD,1987,11,281856.62601,774,720,1,0.505772010497416
DOPD,1987,12,309302.72661,774,744,1,0.5371181799095608
DOPD,1988,1,266630.87027,774,744,1,0.4630165705836181
DOPD,1988,2,233631.16501,774,696,1,0.4336911643685586
DOPD,1988,3,229442.80613,774,744,1,0.3984378145404407
DOPD,1988,4,317107.83926,774,720,1,0.5690278482271031
DOPD,1988,5,362120.43798,774,744,1,0.6288385255688922
DOPD,1988,6,344208.67649,774,720,1,0.6176584059898076
DOPD,1988,7,290596.78137,774,744,1,0.5046344596044844
DOPD,1988,8,203641.48201,774,744,1,0.3536326477626351
DOPD,1988,9,187954.14434,774,720,1,0.33727057195664656
DOPD,1988,10,238536.53585,774,744,1,0.4142294876670556
DOPD,1988,11,301773.8201,774,720,1,0.5415120228610394
DOPD,1988,12,288073.39937,774,744,1,0.5002524925849519
DOPD,1989,1,253499.10292,774,744,1,0.4402126624017116
DOPD,1989,2,228924.22824,774,672,1,0.44013056063122924
DOPD,1989,3,254952.33002,774,744,1,0.44273625701564273
DOPD,1989,4,337377.70969,774,720,1,0.6054007136269021
DOPD,1989,5,398414.81289,774,744,1,0.6918653498270401
DOPD,1989,6,421739.46435,774,720,1,0.7567819845499569
DOPD,1989,7,339210.26084,774,744,1,0.5890539663388069
DOPD,1989,8,244752.67953,774,744,1,0.42502410243185795
DOPD,1989,9,221315.71404,774,720,1,0.3971355764427218
DOPD,1989,10,241819.8837,774,744,1,0.4199311697716096
DOPD,1989,11,302490.34894,774,720,1,0.5427977837711743
DOPD,1989,12,302568.6864,774,744,1,0.5254242143869301
DOPD,1990,1,335895.9765,774,744,1,0.5832985616195715
DOPD,1990,2,285844.24453,774,672,1,0.5495651926641135
DOPD,1990,3,314624.26747,774,744,1,0.5463592763989609
DOPD,1990,4,345471.06934,774,720,1,0.6199236817039908
DOPD,1990,5,405097.91532,774,744,1,0.7034708595898974
DOPD,1990,6,441697.99517,774,720,1,0.7925961727856734
DOPD,1990,7,397048.08013,774,744,1,0.6894919565481649
DOPD,1990,8,353293.98125,774,744,1,0.6135109840828262
DOPD,1990,9,244149.06094,774,720,1,0.43810842115274184
DOPD,1990,10,232674.25687,774,744,1,0.4040493749652691
DOPD,1990,11,313665.85427,774,720,1,0.5628514467951479
DOPD,1990,12,368845.0257,774,744,1,0.640516076414937
DOPD,1991,1,405711.47813,774,744,1,0.7045363391715985
DOPD,1991,2,351283.11145,774,672,1,0.6753781981550696
DOPD,1991,3,356374.48884,774,744,1,0.6188604248978912
DOPD,1991,4,359985.49859,774,720,1,0.6459688102749066
DOPD,1991,5,435860.9966,774,744,1,0.7568923421827679
DOPD,1991,6,454411.70201,774,720,1,0.8154100308821419
DOPD,1991,7,431051.45375,774,744,1,0.7485403534043232
DOPD,1991,8,347032.20227,774,744,1,0.6026371215546942
DOPD,1991,9,238030.34864,774,720,1,0.4271288196956647
DOPD,1991,10,236142.93808,774,744,1,0.41007289683531994
DOPD,1991,11,270917.66074,774,720,1,0.48614280207436117
DOPD,1991,12,324614.89878,774,744,1,0.5637084597190964
DOPD,1992,1,364145.61136,774,744,1,0.6323553307771387
DOPD,1992,2,321574.5343,774,696,1,0.5969410553847753
DOPD,1992,3,359394.74149,774,744,1,0.6241052302832653
DOPD,1992,4,359955.3382,774,720,1,0.6459146895635947
DOPD,1992,5,374926.6235,774,744,1,0.651077046171265
DOPD,1992,6,296991.43179,774,720,1,0.5329303613802756
DOPD,1992,7,277528.70751,774,744,1,0.48194115804992915
DOPD,1992,8,266257.54441,774,744,1,0.46236827333569497
DOPD,1992,9,257095.75449,774,720,1,0.4613403576119724
DOPD,1992,10,289353.34098,774,744,1,0.5024751691047762
DOPD,1992,11,300369.63906,774,720,1,0.5389923181524549
DOPD,1992,12,280432.52858,774,744,1,0.4869837747284043
DOPD,1993,1,249361.94249,774,744,1,0.43302829611916865
DOPD,1993,2,268896.65042,774,672,1,0.5169816860849638
DOPD,1993,3,271792.61059,774,744,1,0.47198016620474564
DOPD,1993,4,356051.20798,774,720,1,0.6389090008254379
DOPD,1993,5,384600.94921,774,744,1,0.6678769505049874
DOPD,1993,6,427484.45105,774,720,1,0.7670909615453632
DOPD,1993,7,388181.77777,774,744,1,0.6740952213226917
DOPD,1993,8,338502.52848,774,744,1,0.5878249570726015
DOPD,1993,9,267243.78896,774,720,1,0.4795502960091874
DOPD,1993,10,240051.80821,774,744,1,0.416860826682365
DOPD,1993,11,290115.61029,774,720,1,0.5205921803940569
DOPD,1993,12,279442.02869,774,744,1,0.4852637268518519
DOPD,1994,1,323111.71835,774,744,1,0.5610981188873607
DOPD,1994,2,304484.91131,774,672,1,0.5854038069667467
DOPD,1994,3,332292.84663,774,744,1,0.5770415635679753
DOPD,1994,4,364430.56076,774,720,1,0.6539451635802469
DOPD,1994,5,377192.84342,774,744,1,0.6550124396029563
DOPD,1994,6,368989.11442,774,720,1,0.662125169430089
DOPD,1994,7,299853.11129,774,744,1,0.5207084953356393
DOPD,1994,8,244459.8932,774,744,1,0.424515665721986
DOPD,1994,9,209847.22793,774,720,1,0.3765561798916164
DOPD,1994,10,245003.73648,774,744,1,0.425460074185213
DOPD,1994,11,295943.1349,774,720,1,0.5310492658986506
DOPD,1994,12,282594.73432,774,744,1,0.49073854283015195
DOPD,1995,1,293417.87826,774,744,1,0.5095334220013337
DOPD,1995,2,288226.12362,774,672,1,0.5541446021363973
DOPD,1995,3,347753.97026,774,744,1,0.6038905043274707
DOPD,1995,4,364315.99889,774,720,1,0.6537395903136664
DOPD,1995,5,423348.45982,774,744,1,0.7351637559042539
DOPD,1995,6,442983.33018,774,720,1,0.7949026166020671
DOPD,1995,7,404831.46244,774,744,1,0.7030081521074713
DOPD,1995,8,332730.24519,774,744,1,0.5778011259585729
DOPD,1995,9,257561.89752,774,720,1,0.46217681869078375
DOPD,1995,10,268730.54457,774,744,1,0.46666275001041935
DOPD,1995,11,353619.47933,774,720,1,0.6345454337675854
DOPD,1995,12,432883.93186,774,744,1,0.7517225345572505
DOPD,1996,1,440267.32416,774,744,1,0.7645441293656748
DOPD,1996,2,422763.01015,774,696,1,0.7847779302733968
DOPD,1996,3,400013.44055,774,744,1,0.694641439092412
DOPD,1996,4,436887.54302,774,720,1,0.7839641527060005
DOPD,1996,5,470031.94753,774,744,1,0.8162317446201829
DOPD,1996,6,488341.49717,774,720,1,0.876294676230979
DOPD,1996,7,485841.1631,774,744,1,0.8436851627837514
DOPD,1996,8,370814.01812,774,744,1,0.6439353208440999
DOPD,1996,9,282469.24721,774,720,1,0.5068713164118576
DOPD,1996,10,243297.27714,774,744,1,0.4224967303284154
DOPD,1996,11,299706.93261,774,720,1,0.5378031377583979
DOPD,1996,12,307951.36718,774,744,1,0.534771483113834
DOPD,1997,1,363999.81785,774,744,1,0.6321021537502431
DOPD,1997,2,316600.23812,774,672,1,0.6086967787160084
DOPD,1997,3,342031.56907,774,744,1,0.5939532957371287
DOPD,1997,4,369736.83882,774,720,1,0.6634669085917313
DOPD,1997,5,394892.25015,774,744,1,0.6857482602421439
DOPD,1997,6,436572.00496,774,720,1,0.7833979417169107
DOPD,1997,7,439027.75174,774,744,1,0.7623915557708872
DOPD,1997,8,493834.42918,774,744,1,0.8575658310063626
DOPD,1997,9,344055.94298,774,720,1,0.6173843363838645
DOPD,1997,10,275360.05142,774,744,1,0.4781751886235447
DOPD,1997,11,290710.89272,774,720,1,0.5216603730979041
DOPD,1997,12,347806.48077,774,744,1,0.6039816912040511
DOPD,1998,1,357603.02277,774,744,1,0.6209938296553305
DOPD,1998,2,338349.73124,774,672,1,0.650512433939338
DOPD,1998,3,440464.12402,774,744,1,0.7648858812272513
DOPD,1998,4,471083.44946,774,720,1,0.845326316142693
DOPD,1998,5,514162.97431,774,744,1,0.8928672694388876
DOPD,1998,6,467409.02409,774,720,1,0.8387328166989665
DOPD,1998,7,448464.464,774,744,1,0.7787788335972882
DOPD,1998,8,375023.66442,774,744,1,0.6512455621196965
DOPD,1998,9,273217.07579,774,720,1,0.4902689416271892
DOPD,1998,10,238366.60767,774,744,1,0.4139343996936734
DOPD,1998,11,274519.3631,774,720,1,0.492605805160781
DOPD,1998,12,349367.31833,774,744,1,0.6066921562508683
DOPD,1999,1,405306.39638,774,744,1,0.7038328963838182
DOPD,1999,2,364677.80126,774,672,1,0.7011308778992863
DOPD,1999,3,360698.497,774,744,1,0.6263692607179572
DOPD,1999,4,370854.78986,774,720,1,0.6654729935759404
DOPD,1999,5,433542.37079,774,744,1,0.7528659435518602
DOPD,1999,6,483164.29411,774,720,1,0.867004547283233
DOPD,1999,7,449594.551,774,744,1,0.7807412808063127
DOPD,1999,8,391305.23398,774,744,1,0.679519244359701
DOPD,1999,9,262514.13499,774,720,1,0.47106326261484355
DOPD,1999,10,235847.66219,774,744,1,0.4095601368918618
DOPD,1999,11,315664.63075999997,774,720,1,0.5664381114699971
DOPD,1999,12,392663.15403,774,744,1,0.6818773339689088
DOPD,2000,1,419797.25125,774,744,1,0.7289969215394125
DOPD,2000,2,346665.8134,774,696,1,0.6435181721316344
DOPD,2000,3,333587.14665,774,744,1,0.5792891741164458
DOPD,2000,4,381121.81099,774,720,1,0.6838964452160494
DOPD,2000,5,423089.8082,774,744,1,0.7347145956628046
DOPD,2000,6,458534.45949,774,720,1,0.822808030953919
DOPD,2000,7,394915.12999,774,744,1,0.6857879921195577
DOPD,2000,8,330616.50636,774,744,1,0.5741305228390431
DOPD,2000,9,233067.86155,774,720,1,0.41822398354507606
DOPD,2000,10,255808.73654,774,744,1,0.4442234456878108
DOPD,2000,11,303121.26104,774,720,1,0.5439299114269308
DOPD,2000,12,332268.55619,774,744,1,0.5769993821198355
DOPD,2001,1,337394.0098,774,744,1,0.585899964227168
DOPD,2001,2,285104.54604,774,672,1,0.5481430456349207
DOPD,2001,3,302064.28837,774,744,1,0.5245483043851241
DOPD,2001,4,281689.72662,774,720,1,0.5054725212101636
DOPD,2001,5,350088.91657,774,744,1,0.6079452442450891
DOPD,2001,6,309543.47953,774,720,1,0.555454133523543
DOPD,2001,7,293323.24354,774,744,1,0.5093690845280765
DOPD,2001,8,270032.58672,774,744,1,0.4689238051179462
DOPD,2001,9,225417.81025,774,720,1,0.40449650130993403
DOPD,2001,10,253447.10379,774,744,1,0.4401223635596399
DOPD,2001,11,267723.04543,774,720,1,0.48041028823930515
DOPD,2001,12,283118.07877,774,744,1,0.4916473541475647
DOPD,2002,1,271040.22492,774,744,1,0.470673614445278
DOPD,2002,2,308990.35538,774,672,1,0.5940659902562446
DOPD,2002,3,260865.9,774,744,1,0.4530054388597149
DOPD,2002,4,350911.30305,774,720,1,0.6296858007644272
DOPD,2002,5,413825.93718,774,744,1,0.7186274644702841
DOPD,2002,6,473817.2563,774,720,1,0.8502319413939133
DOPD,2002,7,414210.39796,774,744,1,0.7192950980106138
DOPD,2002,8,410522.92196,774,744,1,0.7128916290878274
DOPD,2002,9,251177.06448,774,720,1,0.4507196821705426
DOPD,2002,10,233530.08821,774,744,1,0.40553556481134173
DOPD,2002,11,327118.47878,774,720,1,0.586991240991961
DOPD,2002,12,352673.37182,774,744,1,0.612433267726654
DOPD,2003,1,370043.96688,774,744,1,0.6425980920230058
DOPD,2003,2,269307.43244,774,672,1,0.517771457102867
DOPD,2003,3,323895.29561,774,744,1,0.5624588362542025
DOPD,2003,4,370296.90392,774,720,1,0.6644719062589721
DOPD,2003,5,413435.12472,774,744,1,0.7179488009502376
DOPD,2003,6,453319.93505,774,720,1,0.8134509313989378
DOPD,2003,7,338053.62925,774,744,1,0.5870454232481731
DOPD,2003,8,309631.13134,774,744,1,0.5376884695826735
DOPD,2003,9,226095.30119,774,720,1,0.4057122114376974
DOPD,2003,10,275730.23076,774,744,1,0.47881802179711597
DOPD,2003,11,325628.423,774,720,1,0.584317440066035
DOPD,2003,12,338116.63169,774,744,1,0.5871548298359313
DOPD,2004,1,345264.66751,774,744,1,0.5995677174675613
DOPD,2004,2,290785.33708,774,696,1,0.5397868534111497
DOPD,2004,3,313978.30924,774,744,1,0.5452375407046206
DOPD,2004,4,337861.12345,774,720,1,0.6062681658232846
DOPD,2004,5,397520.77124,774,744,1,0.6903128060487344
DOPD,2004,6,396904.53077,774,720,1,0.7122174324755957
DOPD,2004,7,376826.55092,774,744,1,0.6543763561029146
DOPD,2004,8,294443.69758,774,744,1,0.5113148036661943
DOPD,2004,9,285040.02507,774,720,1,0.5114843975559862
DOPD,2004,10,271149.60008,774,744,1,0.4708635493595621
DOPD,2004,11,333447.44772,774,720,1,0.598348133290267
DOPD,2004,12,346093.39204,774,744,1,0.6010068351115557
DOPD,2005,1,400962.68199,774,744,1,0.696289839803701
DOPD,2005,2,335297.3602,774,672,1,0.6446439341854313
DOPD,2005,3,370226.83852,774,744,1,0.6429156569003363
DOPD,2005,4,360122.85065,774,720,1,0.6462152789441573
DOPD,2005,5,374872.66732,774,744,1,0.650983348823317
DOPD,2005,6,417773.70737,774,720,1,0.7496657108993685
DOPD,2005,7,369646.19991,774,744,1,0.6419073516816705
DOPD,2005,8,388979.75923,774,744,1,0.6754809522345865
DOPD,2005,9,247217.04605,774,720,1,0.4436137059467414
DOPD,2005,10,294561.076,774,744,1,0.5115186366035953
DOPD,2005,11,326609.04415,774,720,1,0.5860770961635084
DOPD,2005,12,351196.12834,774,744,1,0.6098679675821733
DOPD,2006,1,368488.62131,774,744,1,0.6398971640653219
DOPD,2006,2,357172.63766,774,672,1,0.6867014228420697
DOPD,2006,3,375149.8395,774,744,1,0.6514646708552138
DOPD,2006,4,361304.5371,774,720,1,0.6483357326658054
DOPD,2006,5,484456.31629,774,744,1,0.841280313637437
DOPD,2006,6,456577.42052,774,720,1,0.819296261340798
DOPD,2006,7,443920.48187,774,744,1,0.7708880030250619
DOPD,2006,8,343281.58962,774,744,1,0.5961240129824122
DOPD,2006,9,229244.96607,774,720,1,0.41136406486864774
DOPD,2006,10,258382.6088,774,744,1,0.44869309132838764
DOPD,2006,11,316061.2531,774,720,1,0.5671498225308641
DOPD,2006,12,346023.54133,774,744,1,0.6008855361930759
DOPD,2007,1,375354.70637,774,744,1,0.6518204314446668
DOPD,2007,2,342793.0657,774,672,1,0.6590552050649071
DOPD,2007,3,325202.21749,774,744,1,0.5647283652336695
DOPD,2007,4,426162.55117,774,720,1,0.7647189046260408
DOPD,2007,5,477387.50194,774,744,1,0.8290049976730294
DOPD,2007,6,468356.7304,774,720,1,0.840433409417169
DOPD,2007,7,355937.90919,774,744,1,0.618102284581562
DOPD,2007,8,383905.21158,774,744,1,0.6666687706301576
DOPD,2007,9,230329.05415,774,720,1,0.41330938513853
DOPD,2007,10,267918.85337,774,744,1,0.46525321151468424
DOPD,2007,11,273788.27043,774,720,1,0.4912939104758828
DOPD,2007,12,337796.51399,774,744,1,0.5865989309653802
DOPD,2008,1,344121.97786,774,744,1,0.5975833851865744
DOPD,2008,2,325231.5669,774,696,1,0.6037296305577831
DOPD,2008,3,316155.21962,774,744,1,0.5490178440790753
DOPD,2008,4,319659.15504,774,720,1,0.5736060060292851
DOPD,2008,5,404532.88886,774,744,1,0.7024896655761163
DOPD,2008,6,464019.36228,774,720,1,0.8326503055555556
DOPD,2008,7,491993.25871,774,744,1,0.8543685551769886
