ba,year,month,hydro_gen_mwh,hydro_capacity,hours_in_month,hydro_num_sites,hydro_cf,solar_gen_mwh,solar_capacity,solar_cf,solar_num_sites,wind_gen_mwh,wind_capacity,wind_cf,wind_num_sites,datetime_utc,datetime_local
AECI,1983,6,6782.48485,30,720,2,0.31400392824074075,382060,2500,0.2122555555555556,1,136343808.8,919400,0.2059673712324463,8,1983-06-01T00:00:00Z,1983-06-01T00:00:00Z
AECI,1983,7,5383.32998,30,744,2,0.24118861917562723,420375,2500,0.22600806451612904,1,183993527.9,919400,0.26898317261023436,8,1983-07-01T00:00:00Z,1983-07-01T00:00:00Z
AECI,1983,8,2904.87596,30,744,2,0.13014677240143369,401560,2500,0.21589247311827955,1,133643066.8,919400,0.19537500321621631,8,1983-08-01T00:00:00Z,1983-08-01T00:00:00Z
AECI,1983,9,1141.3141,30,720,2,0.052838615740740745,352580.0000000001,2500,0.19587777777777785,1,233451672.3,919400,0.35266307782249295,8,1983-09-01T00:00:00Z,1983-09-01T00:00:00Z
AECI,1983,10,5222.841829999999,30,744,2,0.23399828987455193,275352.5,2500,0.14803897849462366,1,226967760.7,919400,0.331807912213669,8,1983-10-01T00:00:00Z,1983-10-01T00:00:00Z
AECI,1983,11,5884.26907,30,720,2,0.27241986435185184,201824.99999999997,2500,0.112125,1,255961369.29999995,919400,0.38666728497450015,8,1983-11-01T00:00:00Z,1983-11-01T00:00:00Z
AECI,1983,12,7953.67713,30,744,2,0.35634754166666666,230470.00000000015,2500,0.12390860215053771,1,242502792.3,919400,0.35451883109250776,8,1983-12-01T00:00:00Z,1983-12-01T00:00:00Z
AECI,1984,1,6054.25256,30,744,2,0.2712478745519713,291677.0390309556,5000,0.07840780619111709,1,503290333.40188426,1838800,0.36788421899295903,8,1984-01-01T00:00:00Z,1984-01-01T00:00:00Z
AECI,1984,2,2079.67472,30,696,2,0.09960127969348659,328904.9999999999,2500,0.18902586206896543,1,242700369.4,919400,0.3792771669554607,8,1984-02-01T00:00:00Z,1984-02-01T00:00:00Z
AECI,1984,3,6419.322609999999,30,744,2,0.2876040595878136,352807.49999999994,2500,0.1896814516129032,1,235626844.7,919400,0.34446676990720926,8,1984-03-01T00:00:00Z,1984-03-01T00:00:00Z
AECI,1984,4,9363.7672,30,720,2,0.4335077407407408,323102.4999999998,2500,0.17950138888888878,1,285461261.8,919400,0.4312312102699829,8,1984-04-01T00:00:00Z,1984-04-01T00:00:00Z
AECI,1984,5,8289.857970000001,30,744,2,0.3714094072580646,387125.00000000006,2500,0.20813172043010755,1,203609237.1,919400,0.297659701365547,8,1984-05-01T00:00:00Z,1984-05-01T00:00:00Z
AECI,1984,6,6808.32817,30,720,2,0.3152003782407407,374527.5000000001,2500,0.20807083333333337,1,178803242.5,919400,0.27010858908587726,8,1984-06-01T00:00:00Z,1984-06-01T00:00:00Z
AECI,1984,7,5483.42722,30,744,2,0.24567326254480285,434382.50000000006,2500,0.23353897849462368,1,140291816,919400,0.20509491931390503,8,1984-07-01T00:00:00Z,1984-07-01T00:00:00Z
AECI,1984,8,2903.49561,30,744,2,0.13008492876344085,423592.50000000006,2500,0.22773790322580648,1,147911731.1,919400,0.2162345988559626,8,1984-08-01T00:00:00Z,1984-08-01T00:00:00Z
AECI,1984,9,1249.6285400000002,30,720,2,0.057853173148148154,344724.99999999994,2500,0.19151388888888887,1,214854515.5,919400,0.32456933794382814,8,1984-09-01T00:00:00Z,1984-09-01T00:00:00Z
AECI,1984,10,7068.674529999999,30,744,2,0.31669688754480285,218854.9999999998,2500,0.11766397849462354,1,187718964.5,919400,0.27442944981065254,8,1984-10-01T00:00:00Z,1984-10-01T00:00:00Z
AECI,1984,11,7935.02932,30,720,2,0.3673624685185185,265804.99999999994,2500,0.1476694444444444,1,253012888.6,919400,0.3822131713315447,8,1984-11-01T00:00:00Z,1984-11-01T00:00:00Z
AECI,1984,12,11052.01613,30,744,2,0.4951620129928315,192465.0000000004,2500,0.1034758064516131,1,238931115.7,919400,0.3492973381716922,8,1984-12-01T00:00:00Z,1984-12-01T00:00:00Z
AECI,1985,1,5795.20458,30,744,2,0.2596417822580645,287236.06998654106,5000,0.07721399730820996,1,711651777.8067293,1838800,0.5201877347887073,8,1985-01-01T00:00:00Z,1985-01-01T00:00:00Z
AECI,1985,2,3795.88305,30,672,2,0.18828784970238094,286807.50000000006,2500,0.17071875000000003,1,212911446.8,919400,0.34460790746035197,8,1985-02-01T00:00:00Z,1985-02-01T00:00:00Z
AECI,1985,3,6797.5544500000005,30,744,2,0.30454993055555557,317979.9999999999,2500,0.17095698924731176,1,256640074.2,919400,0.3751863566351127,8,1985-03-01T00:00:00Z,1985-03-01T00:00:00Z
AECI,1985,4,4336.05145,30,720,2,0.20074312268518518,378802.5000000001,2500,0.2104458333333334,1,232614846.5,919400,0.3513989294044425,8,1985-04-01T00:00:00Z,1985-04-01T00:00:00Z
AECI,1985,5,6971.294400000001,30,744,2,0.3123339784946237,400887.4999999999,2500,0.21553091397849455,1,209087089,919400,0.3056678633915059,8,1985-05-01T00:00:00Z,1985-05-01T00:00:00Z
AECI,1985,6,9072.6858800000009,30,720,2,0.4200317537037037,393567.49999999977,2500,0.21864861111111095,1,171764930.5,919400,0.2594761838940855,8,1985-06-01T00:00:00Z,1985-06-01T00:00:00Z
AECI,1985,7,6292.827130000001,30,744,2,0.2819366993727599,429952.49999999994,2500,0.2311572580645161,1,148434286,919400,0.2169985304815436,8,1985-07-01T00:00:00Z,1985-07-01T00:00:00Z
AECI,1985,8,2392.01798,30,744,2,0.10716926433691758,386087.5,2500,0.2075739247311828,1,158057054.10000002,919400,0.2310662138526529,8,1985-08-01T00:00:00Z,1985-08-01T00:00:00Z
AECI,1985,9,246.95545,30,720,2,0.011433122685185185,353512.49999999994,2500,0.1963958333333333,1,244933258.8,919400,0.3700077024871293,8,1985-09-01T00:00:00Z,1985-09-01T00:00:00Z
AECI,1985,10,3501.0384599999998,30,744,2,0.156856561827957,262769.9999999999,2500,0.14127419354838702,1,208973109.2,919400,0.30550123444228466,8,1985-10-01T00:00:00Z,1985-10-01T00:00:00Z
AECI,1985,11,10053.70383,30,720,2,0.46544925138888893,149157.50000000015,2500,0.08286527777777787,1,190647555.90000004,919400,0.2880011660684505,8,1985-11-01T00:00:00Z,1985-11-01T00:00:00Z
AECI,1985,12,8929.8778,30,744,2,0.4000841308243728,303425.00000000006,2500,0.16313172043010754,1,286848677.7,919400,0.419348812251328,8,1985-12-01T00:00:00Z,1985-12-01T00:00:00Z
AECI,1986,1,3368.08753,30,744,2,0.15089997894265234,325074.42799461633,5000,0.08738559892328397,1,445654899.620996,1838800,0.3257551234478803,8,1986-01-01T00:00:00Z,1986-01-01T00:00:00Z
AECI,1986,2,3721.0660700000003,30,672,2,0.18457668998015875,236605.00000000015,2500,0.1408363095238096,1,163261569.9,919400,0.26424707932580255,8,1986-02-01T00:00:00Z,1986-02-01T00:00:00Z
AECI,1986,3,2444.51571,30,744,2,0.10952131317204301,418215.0000000001,2500,0.22484677419354843,1,283187542.2,919400,0.4139965378893668,8,1986-03-01T00:00:00Z,1986-03-01T00:00:00Z
AECI,1986,4,395.01534,30,720,2,0.018287747222222223,364995.0000000002,2500,0.2027750000000001,1,267832893.69999996,919400,0.4046009681736881,8,1986-04-01T00:00:00Z,1986-04-01T00:00:00Z
AECI,1986,5,3770.18559,30,744,2,0.168915125,370325,2500,0.1990994623655914,1,173671915.49999997,919400,0.25389383723255693,8,1986-05-01T00:00:00Z,1986-05-01T00:00:00Z
AECI,1986,6,5877.951419999999,30,720,2,0.2721273805555555,389897.5000000002,2500,0.2166097222222223,1,141654883.8,919400,0.21399053096222176,8,1986-06-01T00:00:00Z,1986-06-01T00:00:00Z
AECI,1986,7,6877.6174900000005,30,744,2,0.30813698431899644,419825,2500,0.22571236559139785,1,183462201.2,919400,0.2682064173455807,8,1986-07-01T00:00:00Z,1986-07-01T00:00:00Z
AECI,1986,8,6233.3587099999995,30,744,2,0.2792723436379928,385570,2500,0.2072956989247312,1,138660609.7,919400,0.20271023192427973,8,1986-08-01T00:00:00Z,1986-08-01T00:00:00Z
AECI,1986,9,2377.8144,30,720,2,0.110084,298939.99999999994,2500,0.16607777777777774,1,206725354.59999996,919400,0.3122890450897928,8,1986-09-01T00:00:00Z,1986-09-01T00:00:00Z
AECI,1986,10,5341.57867,30,744,2,0.2393180407706093,268377.5000000001,2500,0.14428897849462372,1,174254028.70000002,919400,0.2547448381190632,8,1986-10-01T00:00:00Z,1986-10-01T00:00:00Z
AECI,1986,11,10232.97432,30,720,2,0.47374881111111106,251760.0000000001,2500,0.13986666666666672,1,206811612.1,919400,0.312419349726875,8,1986-11-01T00:00:00Z,1986-11-01T00:00:00Z
AECI,1986,12,5311.446669999999,30,744,2,0.2379680407706093,230142.49999999977,2500,0.1237325268817203,1,172309473.4,919400,0.25190206065900855,8,1986-12-01T00:00:00Z,1986-12-01T00:00:00Z
AECI,1987,1,8365.99545,30,744,2,0.37482058467741936,276621.80349932716,5000,0.07436069986541052,1,431729570.2804845,1838800,0.3155762891475539,8,1987-01-01T00:00:00Z,1987-01-01T00:00:00Z
AECI,1987,2,701.29846,30,672,2,0.034786629960317464,248857.4999999999,2500,0.14812946428571425,1,202496466.5,919400,0.32775073692599727,8,1987-02-01T00:00:00Z,1987-02-01T00:00:00Z
