"HR_GENERAL","HR_GENERAL"
"Note: For hourly resource units, there are three valid types - Wind, Solar and Others."
"GeneratorKey","GeneratorName","Type","CommitmentShapeID","CommitmentShapeName","CommitmentMultiplier","DispatchShapeID","DispatchShapeName","DispatchMultiplier","CommitmentVariation(%)","CommitmentPdf","DispatchVariation(%)","DispatchPdf","Capacity(MW)","Spillage","IfEnableMultiBlock","ModelType","IfUseInvertLoadingRatio","InvertLoadingRatio","TargetCapacityFactor"
"13246","Los Lunas Solar","Solar","2808","PV_NM_Valencia_Los Lunas Solar_34.82-106.77_F[09]","7","2808","PV_NM_Valencia_Los Lunas Solar_34.82-106.77_F[09]","7","0","0","0","0","7",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15312","LOS_MOR1","Solar","2809","PV_NM_Valencia_LOS_MOR1_34.83-106.78_F[09]","10","2809","PV_NM_Valencia_LOS_MOR1_34.83-106.78_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15085","LOSTHILL_35033_1","Solar","2434","PV_CA_Cnty_LOSTHILL_35033_1_35.62-119.85_F[09]","20.5","2434","PV_CA_Cnty_LOSTHILL_35033_1_35.62-119.85_F[09]","20.5","0","0","0","0","20.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15313","LOSTHRZN2","Solar","2756","PV_NM_BerCntyllio_LOSTHRZN2_35.08-106.86_T[09]","10","2756","PV_NM_BerCntyllio_LOSTHRZN2_35.08-106.86_T[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15314","LOSTHRZN3","Solar","2757","PV_NM_BerCntyllio_LOSTHRZN3_35.08-106.86_T[09]","10","2757","PV_NM_BerCntyllio_LOSTHRZN3_35.08-106.86_T[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17038","Lotus  Solar Farm","Solar","2435","PV_CA_Cnty_Lotus  Solar Farm_36.91-120.01_F[09]","50.4","2435","PV_CA_Cnty_Lotus  Solar Farm_36.91-120.01_F[09]","50.4","0","0","0","0","50.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"14174","Lower Snake River A","Wind","1058","WT-E_WA_SO_2028[05]",".0152","1058","WT-E_WA_SO_2028[05]",".0152","0","0","0","0","151.8",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"14173","Lower Snake River B","Wind","1058","WT-E_WA_SO_2028[05]",".0191","1058","WT-E_WA_SO_2028[05]",".0191","0","0","0","0","190.9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16737","Luke Air Force Base","Solar","2245","PV_AZ_Maricopa_Luke Air Force Base_33.53-112.38_T[09]","10","2245","PV_AZ_Maricopa_Luke Air Force Base_33.53-112.38_T[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"14037","Luning Solar","Solar","2865","PV_NV_Mineral_Luning Solar_38.53-118.15_F[09]","50","2865","PV_NV_Mineral_Luning Solar_38.53-118.15_F[09]","50","0","0","0","0","50",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13405","Macho Springs Wind","Wind","1201","WT_NM_Luna_Macho Springs_32.55-107.51 [09]",".00504","1201","WT_NM_Luna_Macho Springs_32.55-107.51 [09]",".00504","0","0","0","0","50.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3028","MACKAY1_1","Others","2058","AB_CG_GenericShape_2028","165","2058","AB_CG_GenericShape_2028","165","0","0","0","0","165",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"3231","MacleodG1_1","Wind","1202","WT_AB_NA_Macleod_49.66-113.47 [09]",".0033","1202","WT_AB_NA_Macleod_49.66-113.47 [09]",".0033","0","0","0","0","33",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3087","MacleodG2_2","Wind","1202","WT_AB_NA_Macleod_49.66-113.47 [09]",".0033","1202","WT_AB_NA_Macleod_49.66-113.47 [09]",".0033","0","0","0","0","33",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3306","Magrath","Wind","1330","WT_AB_NA_Magrath_49.37-112.96 [09]",".003","1330","WT_AB_NA_Magrath_49.37-112.96 [09]",".003","0","0","0","0","30",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3132","MAHKESESG1_1","Others","2058","AB_CG_GenericShape_2028","90","2058","AB_CG_GenericShape_2028","90","0","0","0","0","90",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"3369","MAHKESESG2_2","Others","2058","AB_CG_GenericShape_2028","90","2058","AB_CG_GenericShape_2028","90","0","0","0","0","90",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"7680","MainlineWind","Wind","1203","WT_ID_NA_Mainline Windfarm_43.05-115.41 [09]",".0023","1203","WT_ID_NA_Mainline Windfarm_43.05-115.41 [09]",".0023","0","0","0","0","23",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13226","Manzano Solar","Solar","2811","PV_NM_Valencia_Manzano Solar_34.75-106.65_F[09]","8.4","2811","PV_NM_Valencia_Manzano Solar_34.75-106.65_F[09]","8.4","0","0","0","0","8.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16728","Manzano Solar 2","Solar","2810","PV_NM_Valencia_Manzano Solar 2_34.75-106.65_F[09]","10","2810","PV_NM_Valencia_Manzano Solar 2_34.75-106.65_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"1878","MarengoWind1","Wind","1331","WT_WA_NA_Marengo_46.37-117.78 [09]",".014","1331","WT_WA_NA_Marengo_46.37-117.78 [09]",".014","0","0","0","0","140.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"1877","MarengoWind2","Wind","1331","WT_WA_NA_Marengo_46.37-117.78 [09]",".00702","1331","WT_WA_NA_Marengo_46.37-117.78 [09]",".00702","0","0","0","0","70.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17056","Maricopa West Solar PV","Solar","2436","PV_CA_Cnty_Maricopa West Solar PV_35.14-118.88_F[09]","20","2436","PV_CA_Cnty_Maricopa West Solar PV_35.14-118.88_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13227","Marquez","Solar","2766","PV_NM_Cnty_Marquez_35.26-107.25_T[09]","7.6","2766","PV_NM_Cnty_Marquez_35.26-107.25_T[09]","7.6","0","0","0","0","7.6",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3006","McBride_Lake_1","Wind","1205","WT_AB_NA_McBride Lake Wind_49.59-113.48 [09]",".00264","1205","WT_AB_NA_McBride Lake Wind_49.59-113.48 [09]",".00264","0","0","0","0","26.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3186","McBride_Lake_2","Wind","1205","WT_AB_NA_McBride Lake Wind_49.59-113.48 [09]",".00099","1205","WT_AB_NA_McBride Lake Wind_49.59-113.48 [09]",".00099","0","0","0","0","9.9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3130","McBride_Lake_4","Wind","1205","WT_AB_NA_McBride Lake Wind_49.59-113.48 [09]",".00272","1205","WT_AB_NA_McBride Lake Wind_49.59-113.48 [09]",".00272","0","0","0","0","27.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"7731","McFaddenRidge","Wind","3072","WT_WY_NA_McFaddenRidge_41.72-105.99 [09]",".00285","3072","WT_WY_NA_McFaddenRidge_41.72-105.99 [09]",".00285","0","0","0","0","28.5",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13222","Meadow Lake","Solar","2812","PV_NM_Valencia_Meadow Lake_34.81-106.52_F[09]","9.1","2812","PV_NM_Valencia_Meadow Lake_34.81-106.52_F[09]","9.1","0","0","0","0","9.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"7753","MeadowCreek_5P","Wind","1206","WT_ID_NA_Meadow Crk Five Pine_43.52-111.8 [09]",".012","1206","WT_ID_NA_Meadow Crk Five Pine_43.52-111.8 [09]",".012","0","0","0","0","120",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"7769","MEG_ChristingLk","Others","2058","AB_CG_GenericShape_2028","85","2058","AB_CG_GenericShape_2028","85","0","0","0","0","85",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"2928","Meikle_Wind_1","Wind","1208","WT_BC_NA_Meikle Wind 1_55.2-121.23 [09]",".00385","1208","WT_BC_NA_Meikle Wind 1_55.2-121.23 [09]",".00385","0","0","0","0","38.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"14706","Meikle_Wind_2","Wind","1208","WT_BC_NA_Meikle Wind 1_55.2-121.23 [09]",".00291","1208","WT_BC_NA_Meikle Wind 1_55.2-121.23 [09]",".00291","0","0","0","0","29.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"14707","Meikle_Wind_3","Wind","1208","WT_BC_NA_Meikle Wind 1_55.2-121.23 [09]",".00258","1208","WT_BC_NA_Meikle Wind 1_55.2-121.23 [09]",".00258","0","0","0","0","25.84",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"14708","Meikle_Wind_4","Wind","1208","WT_BC_NA_Meikle Wind 1_55.2-121.23 [09]",".00291","1208","WT_BC_NA_Meikle Wind 1_55.2-121.23 [09]",".00291","0","0","0","0","29.07",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16947","Mesa Crest","Solar","2453","PV_CA_Cnty_Mesa Crest_32.82-117.10_T[09]","3","2453","PV_CA_Cnty_Mesa Crest_32.82-117.10_T[09]","3","0","0","0","0","3",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13042","Mesa Wind Project","Wind","2114","WT-CISO-Mesa Wind Project_2028[09]",".003","2114","WT-CISO-Mesa Wind Project_2028[09]",".003","0","0","0","0","30",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15256","Mesquite Solar 1-1","Solar","2437","PV_CA_Cnty_MES1FDR1_159005_EQ_33.34-112.90_T[09]","27.5","2437","PV_CA_Cnty_MES1FDR1_159005_EQ_33.34-112.90_T[09]","27.5","0","0","0","0","27.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15257","Mesquite Solar 1-2","Solar","2438","PV_CA_Cnty_MES1FDR2_159006_EQ_33.34-112.90_T[09]","27.5","2438","PV_CA_Cnty_MES1FDR2_159006_EQ_33.34-112.90_T[09]","27.5","0","0","0","0","27.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15258","Mesquite Solar 1-3","Solar","2439","PV_CA_Cnty_MES1FDR3_159007_EQ_33.34-112.90_T[09]","27.5","2439","PV_CA_Cnty_MES1FDR3_159007_EQ_33.34-112.90_T[09]","27.5","0","0","0","0","27.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15259","Mesquite Solar 1-4","Solar","2440","PV_CA_Cnty_MES1FDR4_159008_EQ_33.34-112.90_T[09]","27.5","2440","PV_CA_Cnty_MES1FDR4_159008_EQ_33.34-112.90_T[09]","27.5","0","0","0","0","27.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15260","Mesquite Solar 1-5","Solar","2441","PV_CA_Cnty_MES1FDR5_159009_EQ_33.34-112.90_T[09]","27.5","2441","PV_CA_Cnty_MES1FDR5_159009_EQ_33.34-112.90_T[09]","27.5","0","0","0","0","27.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15261","Mesquite Solar 1-6","Solar","2442","PV_CA_Cnty_MES1FDR6_159010_EQ_33.34-112.90_T[09]","27.5","2442","PV_CA_Cnty_MES1FDR6_159010_EQ_33.34-112.90_T[09]","27.5","0","0","0","0","27.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15262","Mesquite Solar 2-1","Solar","2443","PV_CA_Cnty_MES2FDR1_159011_EQ_33.33-112.91_T[09]","25","2443","PV_CA_Cnty_MES2FDR1_159011_EQ_33.33-112.91_T[09]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15263","Mesquite Solar 2-2","Solar","2444","PV_CA_Cnty_MES2FDR2_159012_EQ_33.33-112.91_T[09]","25","2444","PV_CA_Cnty_MES2FDR2_159012_EQ_33.33-112.91_T[09]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15264","Mesquite Solar 2-3","Solar","2445","PV_CA_Cnty_MES2FDR3_159013_EQ_33.33-112.91_T[09]","25","2445","PV_CA_Cnty_MES2FDR3_159013_EQ_33.33-112.91_T[09]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15265","Mesquite Solar 2-4","Solar","2446","PV_CA_Cnty_MES2FDR4_159014_EQ_33.33-112.91_T[09]","27","2446","PV_CA_Cnty_MES2FDR4_159014_EQ_33.33-112.91_T[09]","27","0","0","0","0","27",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15266","Mesquite Solar 3-1","Solar","2447","PV_CA_Cnty_MES3FDR1_159017_EQ_33.35-112.94_T[09]","25","2447","PV_CA_Cnty_MES3FDR1_159017_EQ_33.35-112.94_T[09]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15267","Mesquite Solar 3-2","Solar","2448","PV_CA_Cnty_MES3FDR2_159018_EQ_33.35-112.94_T[09]","25","2448","PV_CA_Cnty_MES3FDR2_159018_EQ_33.35-112.94_T[09]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15268","Mesquite Solar 3-3","Solar","2449","PV_CA_Cnty_MES3FDR3_159019_EQ_33.35-112.94_T[09]","25","2449","PV_CA_Cnty_MES3FDR3_159019_EQ_33.35-112.94_T[09]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15269","Mesquite Solar 3-4","Solar","2450","PV_CA_Cnty_MES3FDR4_159020_EQ_33.35-112.94_T[09]","25","2450","PV_CA_Cnty_MES3FDR4_159020_EQ_33.35-112.94_T[09]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15270","Mesquite Solar 3-5","Solar","2451","PV_CA_Cnty_MES3FDR5_159021_EQ_33.35-112.94_T[09]","25","2451","PV_CA_Cnty_MES3FDR5_159021_EQ_33.35-112.94_T[09]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15271","Mesquite Solar 3-6","Solar","2452","PV_CA_Cnty_MES3FDR6_159022_EQ_33.35-112.94_T[09]","25","2452","PV_CA_Cnty_MES3FDR6_159022_EQ_33.35-112.94_T[09]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16937","Mesquite Solar 5","Solar","2454","PV_CA_Cnty_Mesquite Solar 5_33.35-112.85_T[09]","300","2454","PV_CA_Cnty_Mesquite Solar 5_33.35-112.85_T[09]","300","0","0","0","0","300",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"17013","Midway Solar Farm","Solar","2455","PV_CA_Cnty_Midway Solar Farm_33.20-115.59_F[09]","49.9","2455","PV_CA_Cnty_Midway Solar Farm_33.20-115.59_F[09]","49.9","0","0","0","0","49.9",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"16942","Midway South Solar Farm","Solar","2456","PV_CA_Cnty_Midway South Solar Farm_33.33-115.64_T[09]","20","2456","PV_CA_Cnty_Midway South Solar Farm_33.33-115.64_T[09]","20","0","0","0","0","20",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"612","MidWind","Wind","2115","WT-CISO-MidWind_2028[09]",".0018","2115","WT-CISO-MidWind_2028[09]",".0018","0","0","0","0","18",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17278","Milford I","Wind","2107","WT-CISO-DutchWind_2028[09]",".0005","2107","WT-CISO-DutchWind_2028[09]",".0005","0","0","0","0","5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17190","Milford Solar I LLC (PV-69730-01)","Solar","3089","PV_UT_Cnty_Milford Solar I LLC (PV-69730-01)_38.49-113.02_T[09].DAT","99","3089","PV_UT_Cnty_Milford Solar I LLC (PV-69730-01)_38.49-113.02_T[09].DAT","99","0","0","0","0","99",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13664","Milford Wind 1-1","Wind","1211","WT_UT_Beaver_Milford Wind_38.59-112.93 [09]",".0145","1211","WT_UT_Beaver_Milford Wind_38.59-112.93 [09]",".0145","0","0","0","0","145",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13665","Milford Wind 1-2","Wind","1211","WT_UT_Beaver_Milford Wind_38.59-112.93 [09]",".00585","1211","WT_UT_Beaver_Milford Wind_38.59-112.93 [09]",".00585","0","0","0","0","58.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13666","Milford Wind 2","Wind","1211","WT_UT_Beaver_Milford Wind_38.59-112.93 [09]",".01","1211","WT_UT_Beaver_Milford Wind_38.59-112.93 [09]",".01","0","0","0","0","100",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"7836","MillenniumCC-Total","Others","2058","AB_CG_GenericShape_2028","376","2058","AB_CG_GenericShape_2028","376","0","0","0","0","376",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"17181","Millican Solar Energy LLC (PV-bus-01)","Solar","3088","PV_OR_Cnty_Millican Solar Energy LLC (PV-bus-01)_44.15-120.53_T[09].DAT","60","3088","PV_OR_Cnty_Millican Solar Energy LLC (PV-bus-01)_44.15-120.53_T[09].DAT","60","0","0","0","0","60",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16995","MirraLoma PV Agg","Solar","2701","PV_CA_San BerCntyrdino_MirraLoma PV Agg_34.03-117.57_T[09]","10.5","2701","PV_CA_San BerCntyrdino_MirraLoma PV Agg_34.03-117.57_T[09]","10.5","0","0","0","0","10.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15586","MKL .6W1B","Wind","1245","WT_BC_NA_Quality Wind_55.18-120.86 [09]",".0011","1245","WT_BC_NA_Quality Wind_55.18-120.86 [09]",".0011","0","0","0","0","11",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15585","MKL .6W6B","Wind","1245","WT_BC_NA_Quality Wind_55.18-120.86 [09]",".0022","1245","WT_BC_NA_Quality Wind_55.18-120.86 [09]",".0022","0","0","0","0","22",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"12867","MKTPSVC","Others","1","None","0","1","None","0","0","0","0","0","0",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15603","MLW W","Wind","2102","WT-CISO-CAPWIND_25633_QF_2028[09]",".0015","2102","WT-CISO-CAPWIND_25633_QF_2028[09]",".0015","0","0","0","0","15",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"15086","MNZNA_W1_24658_EQ","Wind","2113","WT-CISO-MNZNA_W1_24658_EQ_2028[09]",".00345","2113","WT-CISO-MNZNA_W1_24658_EQ_2028[09]",".00345","0","0","0","0","34.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15087","MNZNA_W2_24659_EQ","Wind","2177","WT-CISO-MNZNA_W2_24659_EQ_2028[09]",".00075","2177","WT-CISO-MNZNA_W2_24659_EQ_2028[09]",".00075","0","0","0","0","7.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15088","MNZNA_W3_24660_EQ","Wind","2178","WT-CISO-MNZNA_W3_24660_EQ_2028[09]",".0042","2178","WT-CISO-MNZNA_W3_24660_EQ_2028[09]",".0042","0","0","0","0","42",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15089","MNZNA_W4_24661_EQ","Wind","2179","WT-CISO-MNZNA_W4_24661_EQ_2028[09]",".00435","2179","WT-CISO-MNZNA_W4_24661_EQ_2028[09]",".00435","0","0","0","0","43.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15090","MNZNA_W5_24662_EQ","Wind","2180","WT-CISO-MNZNA_W5_24662_EQ_2028[09]",".0042","2180","WT-CISO-MNZNA_W5_24662_EQ_2028[09]",".0042","0","0","0","0","42",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15091","MNZNA_W6_24663_EQ","Wind","2181","WT-CISO-MNZNA_W6_24663_EQ_2028[09]",".00195","2181","WT-CISO-MNZNA_W6_24663_EQ_2028[09]",".00195","0","0","0","0","19.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16969","Mojave 90","Wind","2973","WT_CA_NA_Mojave 90_35.04-118.27 [09]",".0075","2973","WT_CA_NA_Mojave 90_35.04-118.27 [09]",".0075","0","0","0","0","75",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"7881","MojaveSolarProject1","Solar","2457","PV_CA_Cnty_MojaveSolarProject1_35.02-117.32_C[09]","125","2457","PV_CA_Cnty_MojaveSolarProject1_35.02-117.32_C[09]","125","0","0","0","0","125",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"7882","MojaveSolarProject2","Solar","2458","PV_CA_Cnty_MojaveSolarProject2_34.99-117.54_C[09]","125","2458","PV_CA_Cnty_MojaveSolarProject2_34.99-117.54_C[09]","125","0","0","0","0","125",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15874","MONOLITH1_G1","Wind","2974","WT_CA_NA_MONOLITH1_G1_34.49-118.12 [09]",".00017","2974","WT_CA_NA_MONOLITH1_G1_34.49-118.12 [09]",".00017","0","0","0","0","1.7",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15875","MONOLITH1_G2","Wind","2975","WT_CA_NA_MONOLITH1_G2_34.49-118.12 [09]",".00214","2975","WT_CA_NA_MONOLITH1_G2_34.49-118.12 [09]",".00214","0","0","0","0","21.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15876","MONOLITH2_G1","Wind","2976","WT_CA_NA_MONOLITH2_G1_35.08-118.35 [09]",".00174","2976","WT_CA_NA_MONOLITH2_G1_35.08-118.35 [09]",".00174","0","0","0","0","17.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16294","MonolithW","Wind","2977","WT_CA_NA_MonolithW_34.93-118.12 [09]",".00017","2977","WT_CA_NA_MonolithW_34.93-118.12 [09]",".00017","0","0","0","0","0",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"14153","Montague Wind","Wind","1214","WT_OR_Gilliam_Montague Wind_45.72-120.2 [09]",".0404","1214","WT_OR_Gilliam_Montague Wind_45.72-120.2 [09]",".0404","0","0","0","0","404",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"7889","MontezumaWind1","Wind","2116","WT-CISO-MontezumaWind1_2028[09]",".00368","2116","WT-CISO-MontezumaWind1_2028[09]",".00368","0","0","0","0","36.8",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"7890","MontezumaWind2","Wind","2182","WT-CISO-MontezumaWind2_2028[09]",".00782","2182","WT-CISO-MontezumaWind2_2028[09]",".00782","0","0","0","0","78.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15092","MORELS_35095_1","Solar","2459","PV_CA_Cnty_MORELS_35095_1_35.73-119.82_F[09]","15","2459","PV_CA_Cnty_MORELS_35095_1_35.73-119.82_F[09]","15","0","0","0","0","15",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"610","MorWind","Wind","2136","WT-CISO-MorWind_2028[09]",".00271","2136","WT-CISO-MorWind_2028[09]",".00271","0","0","0","0","27.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15378","MorWind1_G2","Wind","2136","WT-CISO-MorWind_2028[09]",".0009","2136","WT-CISO-MorWind_2028[09]",".0009","0","0","0","0","9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15380","MorWind2_G1","Wind","2136","WT-CISO-MorWind_2028[09]",".00114","2136","WT-CISO-MorWind_2028[09]",".00114","0","0","0","0","11.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15379","MorWind2_G2","Wind","2136","WT-CISO-MorWind_2028[09]",".00084","2136","WT-CISO-MorWind_2028[09]",".00084","0","0","0","0","8.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13072","Mountain Home Solar","Solar","2739","PV_ID_Cnty_Mountain Home Solar_43.18-115.72_T[09]","20","2739","PV_ID_Cnty_Mountain Home Solar_43.18-115.72_T[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3743","MountainWind1","Wind","2117","WT-CISO-MOUNTWND_29060_S1_2028[09]",".006","2117","WT-CISO-MOUNTWND_29060_S1_2028[09]",".006","0","0","0","0","60",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3745","MountainWind2","Wind","2117","WT-CISO-MOUNTWND_29060_S1_2028[09]",".008","2117","WT-CISO-MOUNTWND_29060_S1_2028[09]",".008","0","0","0","0","80",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15095","MOUNTWND_29060_S1","Wind","2117","WT-CISO-MOUNTWND_29060_S1_2028[09]",".00444","2117","WT-CISO-MOUNTWND_29060_S1_2028[09]",".00444","0","0","0","0","44.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15093","MOUNTWND_29060_S2","Wind","2183","WT-CISO-MOUNTWND_29060_S2_2028[09]",".00222","2183","WT-CISO-MOUNTWND_29060_S2_2028[09]",".00222","0","0","0","0","22.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15094","MOUNTWND_29060_S3","Wind","2184","WT-CISO-MOUNTWND_29060_S3_2028[09]",".00224","2184","WT-CISO-MOUNTWND_29060_S3_2028[09]",".00224","0","0","0","0","22.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15691","MS_G1","Solar","2767","PV_NM_Cnty_MS_G1_32.54-107.52_T[09]","47.7","2767","PV_NM_Cnty_MS_G1_32.54-107.52_T[09]","47.7","0","0","0","0","47.7",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15697","MS_G2","Solar","2888","PV_TX_Cnty_MS_G2_32.54-107.52_T[09]","3.8","2888","PV_TX_Cnty_MS_G2_32.54-107.52_T[09]","3.8","0","0","0","0","3.8",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15096","MTHSE_G_38380_1","Solar","2460","PV_CA_Cnty_MTHSE_G_38380_1_37.84-121.50_F[09]","20","2460","PV_CA_Cnty_MTHSE_G_38380_1_37.84-121.50_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15333","MTV_G1","Solar","2856","PV_NV_Cnty_MTV_G1_36.35-114.92_F[09]","10","2856","PV_NV_Cnty_MTV_G1_36.35-114.92_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15334","MTV_G2","Solar","2857","PV_NV_Cnty_MTV_G2_36.35-114.92_F[09]","10","2857","PV_NV_Cnty_MTV_G2_36.35-114.92_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17086","Muddy Creek Solar","Solar","2922","PV_WY_Cnty_Muddy Creek Solar_41.72-110.37_F[09]","20","2922","PV_WY_Cnty_Muddy Creek Solar_41.72-110.37_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13073","Murphy Flat Power","Solar","2740","PV_ID_Cnty_Murphy Flat Power_43.21-116.43_T[09]","20","2740","PV_ID_Cnty_Murphy Flat Power_43.21-116.43_T[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
