"HR_GENERAL","HR_GENERAL"
"Note: For hourly resource units, there are three valid types - Wind, Solar and Others."
"GeneratorKey","GeneratorName","Type","CommitmentShapeID","CommitmentShapeName","CommitmentMultiplier","DispatchShapeID","DispatchShapeName","DispatchMultiplier","CommitmentVariation(%)","CommitmentPdf","DispatchVariation(%)","DispatchPdf","Capacity(MW)","Spillage","IfEnableMultiBlock","ModelType","IfUseInvertLoadingRatio","InvertLoadingRatio","TargetCapacityFactor"
"13064","Clark Community Solar","Solar","2921","PV_WA_Cnty_New_MILLICAN_43.39-120.67_F[09]",".319","2921","PV_WA_Cnty_New_MILLICAN_43.39-120.67_F[09]",".319","0","0","0","0",".319",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12872","CMBHL_2","Others","1","None","0","1","None","0","1","1","1","1",".1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15003","CMS1 LS_25104_1","Solar","2355","PV_CA_Cnty_CMS1 LS_25104_1_35.66-115.23_F[09]","48","2355","PV_CA_Cnty_CMS1 LS_25104_1_35.66-115.23_F[09]","48","0","0","0","0","48",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15002","CMS1 LS_25104_2","Solar","2356","PV_CA_Cnty_CMS1 LS_25104_2_35.66-115.23_F[09]","10","2356","PV_CA_Cnty_CMS1 LS_25104_2_35.66-115.23_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15004","CMS2 GEN_25113_1","Solar","2357","PV_CA_Cnty_CMS2 GEN_25113_1_35.79-114.96_F[09]","155","2357","PV_CA_Cnty_CMS2 GEN_25113_1_35.79-114.96_F[09]","155","0","0","0","0","155",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15005","CMS4 GEN_25119_1","Solar","2358","PV_CA_Cnty_CMS4 GEN_25119_1_35.73-115.11_T[09]","93.6","2358","PV_CA_Cnty_CMS4 GEN_25119_1_35.73-115.11_T[09]","93.6","0","0","0","0","93.6",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15006","CNTRL_ANT_G_25089_1","Solar","2359","PV_CA_Cnty_CNTRL_ANT_G_25089_1_34.70-118.29_F[09]","22.4","2359","PV_CA_Cnty_CNTRL_ANT_G_25089_1_34.70-118.29_F[09]","22.4","0","0","0","0","22.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13895","Cogentrix","Solar","2709","PV_CO_Alamosa_Cogentrix_37.60-105.95_T[09]","30","2709","PV_CO_Alamosa_Cogentrix_37.60-105.95_T[09]","30","0","0","0","0","30",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6348","Cold_Springs","Wind","1137","WT_ID_NA_Cold Springs_43.03-115.4 [09]",".0023","1137","WT_ID_NA_Cold Springs_43.03-115.4 [09]",".0023","0","0","0","0","23",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16949","Cole Grade","Solar","2360","PV_CA_Cnty_Cole Grade_32.82-117.10_T[09]","2.33","2360","PV_CA_Cnty_Cole Grade_32.82-117.10_T[09]","2.33","0","0","0","0","2.33",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"17014","ColGreen North Shore","Solar","2695","PV_CA_Riverside_ColGreen North Shore_33.67-116.12_F[09]","80","2695","PV_CA_Riverside_ColGreen North Shore_33.67-116.12_F[09]","80","0","0","0","0","80",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"17022","Columbia 3","Solar","2671","PV_CA_Kern_Columbia 3_35.02-118.16_F[09]","25","2671","PV_CA_Kern_Columbia 3_35.02-118.16_F[09]","25","0","0","0","0","25",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13190","Columbia Solar Energy II","Solar","2361","PV_CA_Cnty_Columbia Solar Energy II_35.03-118.19_F[09]","19.2","2361","PV_CA_Cnty_Columbia Solar Energy II_35.03-118.19_F[09]","19.2","0","0","0","0","19.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15007","COLUMBIA2_G_29662_EQ","Solar","2362","PV_CA_Cnty_COLUMBIA2_G_29662_EQ_35.03-118.19_T[09]","15","2362","PV_CA_Cnty_COLUMBIA2_G_29662_EQ_35.03-118.19_T[09]","15","0","0","0","0","15",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16791","Columbus Solar","Solar","2777","PV_NM_LuCnty_Columbus Solar_32.03-108.57_F[09]","1.85","2777","PV_NM_LuCnty_Columbus Solar_32.03-108.57_F[09]","1.85","0","0","0","0","1.85",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13083","Comanche Solar","Solar","2725","PV_CO_Cnty_Comanche Solar_38.21-104.57_T[09]","120","2725","PV_CO_Cnty_Comanche Solar_38.21-104.57_T[09]","120","0","0","0","0","120",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"1882","Combine_Hills","Wind","1138","WT_OR_NA_Combine Hills_45.94-118.59 [09]",".0041","1138","WT_OR_NA_Combine Hills_45.94-118.59 [09]",".0041","0","0","0","0","41",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17020","Community Solar","Solar","2363","PV_CA_Cnty_Community Solar_32.98-115.48_F[09]","25","2363","PV_CA_Cnty_Community Solar_32.98-115.48_F[09]","25","0","0","0","0","25",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"14171","Condon Wind","Wind","1315","WT_OR_NA_Condon Wind_45.28-120.28 [09]",".005","1315","WT_OR_NA_Condon Wind_45.28-120.28 [09]",".005","0","0","0","0","50",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"14835","Conklin","Others","2058","AB_CG_GenericShape_2028","92","2058","AB_CG_GenericShape_2028","92","0","0","0","0","92",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"16848","Copper Crossing Solar","Solar","2253","PV_AZ_PiCntyl_Copper Crossing Solar_33.16-111.48_F[09]","20","2253","PV_AZ_PiCntyl_Copper Crossing Solar_33.16-111.48_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17007","Copper Mountain 10","Solar","2825","PV_NV_Clark_Copper Mountain 10_35.79-114.99_T[09]","10","2825","PV_NV_Clark_Copper Mountain 10_35.79-114.99_T[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13625","Copper Mountain 3-01","Solar","2823","PV_NV_Clark_Copper Mountain 3-01_35.89-114.96_F[09]","134","2823","PV_NV_Clark_Copper Mountain 3-01_35.89-114.96_F[09]","134","0","0","0","0","134",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13626","Copper Mountain 3-02","Solar","2824","PV_NV_Clark_Copper Mountain 3-02_35.89-114.96_F[09]","124","2824","PV_NV_Clark_Copper Mountain 3-02_35.89-114.96_F[09]","124","0","0","0","0","124",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17006","Copper Mountain 48","Solar","2826","PV_NV_Clark_Copper Mountain 48_35.78-114.99_T[09]","48","2826","PV_NV_Clark_Copper Mountain 48_35.78-114.99_T[09]","48","0","0","0","0","48",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17008","Copper Mountain Solar 4-1","Solar","2827","PV_NV_Clark_Copper Mountain Solar 4_35.78-114.98_T[09]","33","2827","PV_NV_Clark_Copper Mountain Solar 4_35.78-114.98_T[09]","33","0","0","0","0","33",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17200","Copper Mountain Solar 4-2","Solar","2827","PV_NV_Clark_Copper Mountain Solar 4_35.78-114.98_T[09]","59","2827","PV_NV_Clark_Copper Mountain Solar 4_35.78-114.98_T[09]","59","0","0","0","0","59",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16115","Copper Mountain V 1","Solar","2828","PV_NV_Clark_Copper Mountain V 1_35.78-114.98_T[09]","153.3","2828","PV_NV_Clark_Copper Mountain V 1_35.78-114.98_T[09]","153.3","0","0","0","0","153.3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16145","Copper Mountain V 2","Solar","2829","PV_NV_Clark_Copper Mountain V 2_35.78-114.98_T[09]","103.5","2829","PV_NV_Clark_Copper Mountain V 2_35.78-114.98_T[09]","103.5","0","0","0","0","103.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16971","Coram Brodie Wind Project","Wind","2964","WT_CA_Kern_Coram Brodie Wind Project_35.00-118.24 [09]",".0021","2964","WT_CA_Kern_Coram Brodie Wind Project_35.00-118.24 [09]",".0021","0","0","0","0","21",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17280","Coram Energy","Wind","2107","WT-CISO-DutchWind_2028[09]",".0003","2107","WT-CISO-DutchWind_2028[09]",".0003","0","0","0","0","3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15008","CORCORAN_3_34690_FW","Solar","2364","PV_CA_Cnty_CORCORAN_3_34690_FW_36.15-119.59_F[09]","20","2364","PV_CA_Cnty_CORCORAN_3_34690_FW_36.15-119.59_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15009","CORCORAN_4_34692_FW","Solar","2365","PV_CA_Cnty_CORCORAN_4_34692_FW_36.13-119.55_F[09]","12","2365","PV_CA_Cnty_CORCORAN_4_34692_FW_36.13-119.55_F[09]","12","0","0","0","0","12",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6407","CorcoranSolarCSCA","Solar","2366","PV_CA_Cnty_CorcoranSolarCSCA_36.14-119.57_T[09]","20","2366","PV_CA_Cnty_CorcoranSolarCSCA_36.14-119.57_T[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17037","Coronal Lost Hills","Solar","2367","PV_CA_Cnty_Coronal Lost Hills_35.73-119.91_F[09]","10","2367","PV_CA_Cnty_Coronal Lost Hills_35.73-119.91_F[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16741","Cotton Center","Solar","2241","PV_AZ_Maricopa_Cotton Center_33.03-112.66_T[09]","17","2241","PV_AZ_Maricopa_Cotton Center_33.03-112.66_T[09]","17","0","0","0","0","17",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"5028","CouleePump1-2","Others","950","Pump_Coulee_2028[09]","-1","950","Pump_Coulee_2028[09]","-1","0","0","0","0","-101",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"5027","CouleePump3-4","Others","950","Pump_Coulee_2028[09]","-1","950","Pump_Coulee_2028[09]","-1","0","0","0","0","-101",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"5026","CouleePump5-6","Others","950","Pump_Coulee_2028[09]","-1","950","Pump_Coulee_2028[09]","-1","0","0","0","0","-99",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17183","Cove Mountain Solar 2 LLC (PV-69726-02)","Solar","3096","PV_UT_Cnty_Cove Mountain Solar 2 LLC (PV-69726-02)_37.64-113.64_T[09].DAT","122","3096","PV_UT_Cnty_Cove Mountain Solar 2 LLC (PV-69726-02)_37.64-113.64_T[09].DAT","122","0","0","0","0","122",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17184","Cove Mountain Solar LLC (PV-69726-01)","Solar","3095","PV_UT_Cnty_Cove Mountain Solar LLC (PV-69726-01)_37.62-113.62_T[09].DAT","58","3095","PV_UT_Cnty_Cove Mountain Solar LLC (PV-69726-01)_37.62-113.62_T[09].DAT","58","0","0","0","0","58",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3372","Cowley_Ridge_1","Wind","1139","WT_AB_NA_Cowley Ridge_49.56-114.11 [09]",".00195","1139","WT_AB_NA_Cowley Ridge_49.56-114.11 [09]",".00195","0","0","0","0","19.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13736","Crescent Dunes","Solar","2866","PV_NV_Nye_Crescent Dunes_38.25-117.37_C[09]","111.1","2866","PV_NV_Nye_Crescent Dunes_38.25-117.37_C[09]","111.1","0","0","0","0","111.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16814","Crescent Valley Solar 1&2","Solar","2864","PV_NV_Lander_Crescent Valley Solar 1&2_40.46-116.61_T[09]","149","2864","PV_NV_Lander_Crescent Valley Solar 1&2_40.46-116.61_T[09]","149","0","0","0","0","149",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17057","Crow Creek Solar 1","Solar","2368","PV_CA_Cnty_Crow Creek Solar 1_40.54-089.02_F[09]","20","2368","PV_CA_Cnty_Crow Creek Solar 1_40.54-089.02_F[09]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15011","CVSR_36426_1","Solar","2369","PV_CA_Cnty_CVSR_36426_1_35.32-119.92_T[09]","254","2369","PV_CA_Cnty_CVSR_36426_1_35.32-119.92_T[09]","254","0","0","0","0","254",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16909","Cypress Wind","Wind","2932","WT_AB_NA_Cypress Wind_54.01-112.88 [09]",".0202","2932","WT_AB_NA_Cypress Wind_54.01-112.88 [09]",".0202","0","0","0","0","201.6",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13819","DCI Lamar","Others","2032","DCI_Lamar_2028[12]","1","2032","DCI_Lamar_2028[12]","1","0","0","0","0","210",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"14000","DCI Rapid City","Others","2034","DCI_RapidCity_2028[12]","1","2034","DCI_RapidCity_2028[12]","1","0","0","0","0","200",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13920","DCI Stegall","Others","2037","DCI_Stegall_2028[12]","1","2037","DCI_Stegall_2028[12]","1","0","0","0","0","110",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13919","DCI Virginia Smith","Others","2035","DCI_VirginiaSmith_2028[12]","1","2035","DCI_VirginiaSmith_2028[12]","1","0","0","0","0","200",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"10722","DCI_Artesia","Others","2036","DCI_Artesia_2028[12]","1","2036","DCI_Artesia_2028[12]","1","0","0","0","0","200",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"6488","DCI_Miles_City","Others","2033","DCI_Miles_City_2028[12]","1","2033","DCI_Miles_City_2028[12]","1","0","0","0","0","200",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"6504","DeltaPumpA-1","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-6.78",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6505","DeltaPumpA-2","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-6.78",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6506","DeltaPumpA-3","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-24.57",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6507","DeltaPumpB-4","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-23.72",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6508","DeltaPumpB-5","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-23.72",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6509","DeltaPumpC-6","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-23.72",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6510","DeltaPumpC-7","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-23.72",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6511","DeltaPumpD-8","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-23.72",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6512","DeltaPumpD-9","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-23.72",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6513","DeltaPumpE-10","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-23.72",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6514","DeltaPumpE-11","Others","951","Pump_Delta_2028[09]","-1","951","Pump_Delta_2028[09]","-1","0","0","0","0","-23.72",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13223","Deming Solar","Solar","2778","PV_NM_LuCnty_Deming Solar_32.14-107.77_F[09]","9","2778","PV_NM_LuCnty_Deming Solar_32.14-107.77_F[09]","9","0","0","0","0","9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16944","Desert Green Solar Farm","Solar","2370","PV_CA_Cnty_Desert Green Solar Farm_33.27-116.35_T[09]","6.3","2370","PV_CA_Cnty_Desert Green Solar Farm_33.27-116.35_T[09]","6.3","0","0","0","0","6.3",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"17012","Desert Harvest","Solar","2371","PV_CA_Cnty_Desert Harvest_33.70-115.31_F[09]","80","2371","PV_CA_Cnty_Desert Harvest_33.70-115.31_F[09]","80","0","0","0","0","80",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17294","Desert Hot Springs 2","Solar","2278","PV_CA_Cnty_ACACIA_G_29878_EQ_34.69-118.32_F[09]","1.4","2278","PV_CA_Cnty_ACACIA_G_29878_EQ_34.69-118.32_F[09]","1.4","0","0","0","0","1.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16819","Desert Obsidian","Solar","2830","PV_NV_Clark_Desert Obsidian_36.03-114.92_T[09]","50","2830","PV_NV_Clark_Desert Obsidian_36.03-114.92_T[09]","50","0","0","0","0","50",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16739","Desert Star","Solar","2242","PV_AZ_Maricopa_Desert Star_33.14-112.66_T[09]","10","2242","PV_AZ_Maricopa_Desert Star_33.14-112.66_T[09]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16962","Desert Stateline 1","Solar","2372","PV_CA_Cnty_Desert Stateline 1_35.60-115.40_F[09]","148.1","2372","PV_CA_Cnty_Desert Stateline 1_35.60-115.40_F[09]","148.1","0","0","0","0","148.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16963","Desert Stateline 2","Solar","2373","PV_CA_Cnty_Desert Stateline 2_35.60-115.40_F[09]","151.9","2373","PV_CA_Cnty_Desert Stateline 2_35.60-115.40_F[09]","151.9","0","0","0","0","151.9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16961","Desert Sunlight 250","Solar","2696","PV_CA_Riverside_Desert Sunlight 250_33.81-115.39_F[09]","250","2696","PV_CA_Riverside_Desert Sunlight 250_33.81-115.39_F[09]","250","0","0","0","0","250",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6523","Desert_Meadow","Wind","1316","WT_ID_NA_Desert Meadow_43.06-115.45 [09]",".0023","1316","WT_ID_NA_Desert Meadow_43.06-115.45 [09]",".0023","0","0","0","0","23",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15534","DESRT P2","Others","1","None","11","1","None","11","0","0","0","0","11",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13145","DG-BTM-AVA","Solar","2038","PV-Rooftop_AVA_2028[09]","12","2038","PV-Rooftop_AVA_2028[09]","12","0","0","0","0","12",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13158","DG-BTM-AZPS","Solar","1065","PV-Rooftop_AZPS_2028[09]","2815","1065","PV-Rooftop_AZPS_2028[09]","2815","0","0","0","0","2815",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13142","DG-BTM-BANC-CA","Solar","1074","PV-Rooftop_BANC_2028[09]","716.46","1074","PV-Rooftop_BANC_2028[09]","716.46","0","0","0","0","716.46",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13144","DG-BTM-BPAT","Solar","2039","PV-Rooftop_BPAT_2028[09]","44","2039","PV-Rooftop_BPAT_2028[09]","44","0","0","0","0","44",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13147","DG-BTM-CHPD","Solar","2040","PV-Rooftop_CHPD_2028[09]","0","2040","PV-Rooftop_CHPD_2028[09]","0","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13138","DG-BTM-CIPB-CA","Solar","2041","PV-Rooftop_CIPB_2028[09]","3057.065","2041","PV-Rooftop_CIPB_2028[09]","3057.065","0","0","0","0","3057.065",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13139","DG-BTM-CIPV-CA","Solar","2042","PV-Rooftop_CIPV-2028[09]","6958.869","2042","PV-Rooftop_CIPV-2028[09]","6958.869","0","0","0","0","6958.869",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13140","DG-BTM-CISC-CA","Solar","1072","PV-Rooftop_CISC_2028[09]","6573.81","1072","PV-Rooftop_CISC_2028[09]","6573.81","0","0","0","0","6573.81",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13141","DG-BTM-CISD-CA","Solar","1073","PV-Rooftop_CISD_2028[09]","2181.178","1073","PV-Rooftop_CISD_2028[09]","2181.178","0","0","0","0","2181.178",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13148","DG-BTM-DOPD","Solar","2043","PV-Rooftop_DOPD_2028[09]","2","2043","PV-Rooftop_DOPD_2028[09]","2","0","0","0","0","2",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13166","DG-BTM-EPE","Solar","991","PV-Rooftop_EPE_2028[09]","316","991","PV-Rooftop_EPE_2028[09]","316","0","0","0","0","316",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13149","DG-BTM-GCPD","Solar","2044","PV-Rooftop_GCPD_2028[09]","4","2044","PV-Rooftop_GCPD_2028[09]","4","0","0","0","0","4",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"11068","DG-BTM-IID-CA","Solar","998","PV-Rooftop_IID_2028[09]","198.9","998","PV-Rooftop_IID_2028[09]","198.9","0","0","0","0","198.9",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13163","DG-BTM-IPFE","Solar","2045","PV-Rooftop_IPFE_2028[09]","3","2045","PV-Rooftop_IPFE_2028[09]","3","0","0","0","0","3",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13164","DG-BTM-IPMV","Solar","2046","PV-Rooftop_IPMV_2028[09]","6","2046","PV-Rooftop_IPMV_2028[09]","6","0","0","0","0","6",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13165","DG-BTM-IPTV","Solar","2047","PV-Rooftop_IPTV_2028[09]","30","2047","PV-Rooftop_IPTV_2028[09]","30","0","0","0","0","30",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"11069","DG-BTM-LDWP-CA","Solar","997","PV-Rooftop_LDWP_2028[09]","744.78","997","PV-Rooftop_LDWP_2028[09]","744.78","0","0","0","0","744.78",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13167","DG-BTM-NEVP","Solar","990","PV-Rooftop_NEVP_2028[09]","599.4","990","PV-Rooftop_NEVP_2028[09]","599.4","0","0","0","0","599.4",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13150","DG-BTM-NWMT","Solar","2048","PV-Rooftop_NWMT_2028[09]","29","2048","PV-Rooftop_NWMT_2028[09]","29","0","0","0","0","29",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13146","DG-BTM-PACW","Solar","2049","PV-Rooftop_PACW_2028[09]","73","2049","PV-Rooftop_PACW_2028[09]","73","0","0","0","0","73",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13151","DG-BTM-PAID","Solar","2050","PV-Rooftop_PAID_2028[09]","7","2050","PV-Rooftop_PAID_2028[09]","7","0","0","0","0","7",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13152","DG-BTM-PAUT","Solar","1068","PV-Rooftop_PAUT_2028[09]","169","1068","PV-Rooftop_PAUT_2028[09]","169","0","0","0","0","169",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13153","DG-BTM-PAWY","Solar","1071","PV-Rooftop_PAWY_2028[09]","12","1071","PV-Rooftop_PAWY_2028[09]","12","0","0","0","0","12",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13154","DG-BTM-PGE","Solar","1070","PV-Rooftop_PGE_2028[09]","79","1070","PV-Rooftop_PGE_2028[09]","79","0","0","0","0","79",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13171","DG-BTM-PNM","Solar","2051","PV-Rooftop_PNM_2028[09]","132","2051","PV-Rooftop_PNM_2028[09]","132","0","0","0","0","132",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13159","DG-BTM-PSCO","Solar","1066","PV-Rooftop_PSCO_2028[09]","1513","1066","PV-Rooftop_PSCO_2028[09]","1513","0","0","0","0","1513",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13162","DG-BTM-PSEI","Solar","1069","PV-Rooftop_PSEI_2028[09]","24","1069","PV-Rooftop_PSEI_2028[09]","24","0","0","0","0","24",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13155","DG-BTM-SCL","Solar","992","PV-Rooftop_SCL_2028[09]","6","992","PV-Rooftop_SCL_2028[09]","6","0","0","0","0","6",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13161","DG-BTM-SPPC","Solar","1067","PV-Rooftop_SPPC_2028[09]","83","1067","PV-Rooftop_SPPC_2028[09]","83","0","0","0","0","83",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13168","DG-BTM-SRP","Solar","2052","PV-Rooftop_SRP_2028[09]","438","2052","PV-Rooftop_SRP_2028[09]","438","0","0","0","0","438",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13169","DG-BTM-TEPC","Solar","2053","PV-Rooftop_TEPC_2028[09]","433","2053","PV-Rooftop_TEPC_2028[09]","433","0","0","0","0","433",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13143","DG-BTM-TIDC-CA","Solar","996","PV-Rooftop_TIDC_2028[09]","191.86","996","PV-Rooftop_TIDC_2028[09]","191.86","0","0","0","0","191.86",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13156","DG-BTM-TPWR","Solar","2054","PV-Rooftop_TPWR_2028[09]","1","2054","PV-Rooftop_TPWR_2028[09]","1","0","0","0","0","1",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13160","DG-BTM-WACM","Solar","2055","PV-Rooftop_WACM_2028[09]","60.3","2055","PV-Rooftop_WACM_2028[09]","60.3","0","0","0","0","60.3",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13170","DG-BTM-WALC","Solar","2056","PV-Rooftop_WALC_2028[09]","324","2056","PV-Rooftop_WALC_2028[09]","324","0","0","0","0","324",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13157","DG-BTM-WAUW","Solar","2057","PV-Rooftop_WAUW_2028[09]","2","2057","PV-Rooftop_WAUW_2028[09]","2","0","0","0","0","2",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"14821","Diablo_Wind 5_1","Wind","2103","WT-CISO-Diablo_Wind 5_1_2028[09]",".0009","2103","WT-CISO-Diablo_Wind 5_1_2028[09]",".0009","0","0","0","0","9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
